id,is_dangerous
4607,0
7505,0
5803,1
7085,0
3247,0
3658,0
3457,1
5034,0
349,0
1854,0
4157,1
4417,0
823,0
1972,0
3207,0
2144,0
20,1
2891,0
961,1
5275,1
1245,0
7138,0
412,0
100,0
83,0
5179,0
4452,1
3474,0
431,0
1284,0
3672,0
2615,0
7707,0
2053,0
3218,1
2259,0
7488,0
7428,0
5149,0
2489,0
6249,0
4807,0
2107,0
4052,0
3007,0
3599,1
1885,0
5868,0
881,0
1731,1
4889,1
4518,0
3350,0
7431,0
2574,0
4069,0
5284,0
160,1
5230,0
748,1
260,0
5233,0
5459,1
716,0
6912,0
6240,0
6899,0
7034,0
132,0
2329,0
5352,0
2093,0
489,0
5091,0
7624,0
4057,1
1144,0
2534,0
6085,0
1932,0
5239,0
4018,0
5309,0
2776,0
4812,0
7655,0
3926,1
5583,0
7718,0
6589,0
1317,0
7533,0
1047,1
4581,0
7047,0
8031,0
5599,0
3573,0
965,0
6508,0
2855,0
671,0
6314,0
1888,0
7724,0
3017,0
35,0
4911,0
7057,0
6322,0
2462,0
7137,0
7719,0
7767,0
4405,0
3834,0
5396,1
7388,0
7789,0
4113,0
1793,0
577,0
5362,0
1034,0
5816,0
5425,1
5487,0
486,0
26,1
7992,0
1993,0
3273,0
7254,0
7976,0
4179,0
3158,0
4303,0
1127,1
1172,0
1242,1
8062,0
994,0
2856,0
3310,0
5271,0
603,0
2915,0
5503,0
5988,0
1353,1
4781,0
5981,0
4724,0
1275,1
688,1
3249,0
5064,1
255,1
7702,0
780,1
6145,0
5741,0
6323,0
5778,0
7666,0
107,0
3617,0
6206,0
5201,1
7742,0
2011,0
3794,1
2270,0
3635,0
0,1
6263,0
78,1
4825,0
7078,0
1051,0
5355,1
2269,0
6605,0
4112,1
5902,0
6627,0
5989,0
4160,0
2603,0
3718,0
4519,0
3221,0
1053,0
2342,0
4271,0
2338,0
5719,0
6649,0
317,1
6886,0
5385,0
420,0
3674,0
846,1
3746,0
957,0
5188,0
1081,0
2580,0
5427,0
3621,1
7248,0
6238,0
7122,0
2479,0
7479,0
316,0
5539,1
1786,0
7947,0
325,0
1934,0
3199,1
3689,0
1476,1
8123,0
4788,0
6941,0
1196,0
3825,0
6820,0
7046,0
578,0
6593,0
2693,0
3971,0
7944,0
1248,0
7235,0
2458,0
2174,0
1364,0
6182,0
4786,1
2079,0
5717,0
1333,0
5897,0
6275,0
1856,1
2954,0
7144,0
6521,0
4920,1
2377,0
2181,0
1922,0
2741,0
736,1
6631,0
5361,0
3852,1
4681,1
668,0
6184,0
6202,0
7519,0
2869,0
3079,0
3201,0
4133,1
2742,0
5774,0
2635,0
4809,0
667,1
5223,0
5905,1
1697,0
1729,0
5508,0
6407,0
2089,0
6876,0
3872,0
7268,0
562,1
2999,0
4038,0
7106,0
1402,0
4560,1
1085,0
3311,0
6245,0
2658,0
2323,0
3010,0
6827,0
4986,0
3995,1
6157,0
1605,0
2044,0
4669,1
2288,1
2530,0
4537,1
4575,1
8110,0
2034,0
8058,0
3312,0
7487,0
1012,0
5006,1
575,0
1114,0
4193,1
3562,0
5969,1
3239,0
1821,0
1527,0
4358,0
6786,0
5402,0
5648,0
8083,0
856,0
5068,1
7646,0
4730,0
1722,0
6656,0
2497,0
3233,0
4880,0
5946,1
4915,1
2118,0
5460,1
4373,1
3818,0
2024,0
6927,0
5416,0
5670,1
7974,0
3877,0
3260,0
894,0
6914,0
7411,0
7611,0
7344,0
996,1
1044,0
184,1
4725,1
2370,0
5174,0
3796,1
1082,0
70,0
2877,0
6838,0
1135,0
1142,0
8120,0
7711,0
5771,0
266,0
4283,0
664,1
840,1
5158,0
4645,0
6236,0
7570,0
7468,0
1496,0
1360,0
396,0
3475,0
4031,1
5603,0
675,0
5483,0
3616,0
3359,1
2554,0
2335,0
6353,0
6226,0
3915,0
5104,0
1329,0
2253,0
3054,0
2072,0
7732,0
1540,1
2779,0
4102,0
1087,1
4732,0
4082,0
4749,0
3753,1
2247,1
7970,0
5895,0
5194,0
3497,0
5678,1
1173,0
7314,0
2504,0
6169,0
1782,0
7615,0
5799,0
5005,0
5984,1
2003,0
4416,0
993,0
2230,0
573,1
3993,0
2042,0
4384,1
304,1
3643,0
519,1
