id,meatballs_count,assembly_skill_level,shopper_weight_kg,chair_model_max_load_kg,fatigue_factor,soda_ml,backpack_weight_kg,time_spent_minutes,previous_chairs_broken,posture_risk_index,stress_level,broke_chair
1003,3,7,89.50865566600613,80,0.6328485712850473,279.226605953501,10.716494999243272,94.9272856927571,1,0.6328485712850473,4,1
2129,4,3,96.02693100866448,140,0.9164470223275832,479.749290966921,4.244163509275233,109.97364267930999,0,1.8328940446551665,10,0
2196,5,10,77.29539465725699,80,0.1013378439425735,436.3363479895812,4.2138838404923105,60.802706365544104,0,0.202675687885147,2,0
1537,2,3,54.68978458379972,140,0.20258610526940837,369.60626758759275,4.902143625453185,60.77583158082251,0,0.40517221053881675,4,0
1897,6,3,86.79528134468258,80,0.08799650324917623,505.892095849964,7.765475250114168,52.79790194950573,1,0.08799650324917623,1,1
228,2,4,67.2013497416177,120,0.3337041988633234,307.5472848775709,5.846755863583865,66.74083977266469,1,0.3337041988633234,3,0
1228,4,7,88.3931055592425,80,0.2059164942975009,533.7349355323761,1.9948759501013984,41.183298859500184,0,0.4118329885950018,6,1
828,3,1,98.21284743392752,120,0.17804579984491065,14.845670501199379,4.705869127509608,53.4137399534732,1,0.17804579984491065,2,0
1359,7,9,76.19055982928329,140,0.07053292911618868,585.5886908772017,9.86407754623374,42.31975746971321,1,0.07053292911618868,1,0
1901,4,7,96.06956808394423,120,0.5076060764444145,412.87588003159493,4.211768726252014,101.5212152888829,0,1.015212152888829,6,0
1629,3,5,96.16765033617773,80,1.6597552278594212,636.0989552577897,0.8999875120329119,99.58531367156527,1,1.6597552278594212,10,1
2176,0,1,87.21542997145482,140,0.13458750272140452,0.0,10.346889490187513,80.75250163284271,0,0.26917500544280903,2,0
1701,4,1,72.59897989425983,120,0.26156781479052776,70.70401415229057,2.530443374232549,78.47034443715833,0,0.5231356295810555,4,0
294,4,2,76.44724603235474,120,0.3796397444354666,115.71688863087769,2.2510183490077975,65.08109904608,0,0.7592794888709332,7,0
1977,1,10,83.25909737342936,140,0.08840385830755781,527.1462377629857,5.6849854234082065,26.521157492267342,1,0.08840385830755781,2,0
241,1,9,78.58606168621165,100,0.7194627235956353,122.57280188870118,1.4419206560955402,107.9194085393453,0,1.4389254471912707,8,0
522,7,4,100.03676504480349,80,0.5837431358814397,577.3895166866856,3.0631954161800414,58.37431358814396,1,0.5837431358814397,6,1
998,2,2,81.96146281867317,100,0.320150900558055,0.0,2.0511888712155075,42.686786741073995,0,0.64030180111611,9,0
533,3,3,86.78500925964708,100,0.05477410537142207,182.46946059478284,5.0557923124559725,32.86446322285324,1,0.05477410537142207,1,0
2682,4,9,94.93452209176749,140,0.12420458532827236,99.76991602580719,2.860792156451101,24.840917065654473,0,0.24840917065654472,6,0
553,4,9,110.52609954096602,100,0.6148921904614085,251.25662062737376,0.0,147.57412571073806,0,1.229784380922817,5,1
2992,3,5,79.11436674042417,100,0.5151417506599566,858.5272191953743,4.7290526840445795,68.68556675466088,0,1.0302835013199132,9,0
509,2,4,86.97620314250459,120,1.1036523386357695,441.39086127538974,0.8901313025061985,73.57682257571797,1,1.1036523386357695,9,0
641,9,6,90.48795097542332,120,0.332623843724434,199.196210915089,8.994328176244814,99.78715311733018,0,0.665247687448868,4,0
2195,3,1,52.15532649328314,120,0.5842840244080992,501.280880352587,6.8108996257430245,87.64260366121488,0,1.1685680488161985,8,0
756,6,3,66.18724403286309,120,0.22561564748367197,264.63605489972196,3.4035051910633847,135.36938849020316,0,0.45123129496734393,2,0
2716,1,6,81.72400867371519,120,0.1044330605259412,620.897753616297,3.976267029625821,125.31967263112944,0,0.2088661210518824,1,0
1187,1,5,85.48045613095651,140,0.15763603987752647,636.6926672659997,2.897213601519442,94.58162392651587,0,0.31527207975505295,2,0
2559,1,10,102.35186513444859,120,0.23294669417749164,392.76174631494484,0.0,55.907206602597995,0,0.4658933883549833,5,0
394,2,3,90.52930439331905,80,1.841354111547914,575.0980474884119,5.751359635878845,157.83035241839264,1,1.841354111547914,7,1
402,5,2,92.30792713126128,100,0.4206338171309639,389.0308651828022,1.8608587549260585,126.19014513928917,0,0.8412676342619279,4,0
273,2,3,111.39752463395892,140,0.41592154099740236,438.8846755143701,2.8684213756327868,124.7764622992207,0,0.8318430819948047,4,0
2650,3,9,64.13919883005082,80,0.4717546318211425,604.0352411616416,5.180247415541569,70.76319477317138,0,0.943509263642285,8,0
1043,4,8,81.52888831058986,120,0.3318573961288827,226.93823907444067,0.0,132.74295845155308,0,0.6637147922577654,3,0
2911,7,9,108.31885957294199,120,0.13419778354634113,297.2904982779262,4.610093574087132,32.20746805112187,0,0.26839556709268225,5,0
832,8,4,63.08328852662429,120,0.4309200384994001,117.15652513200004,3.466522824133931,86.18400769988003,0,0.8618400769988002,6,0
1304,3,6,76.23346117944631,100,0.6578807501640705,115.15223622458771,4.030740052050694,131.57615003281413,1,0.6578807501640705,3,0
254,4,10,76.32083231086835,80,0.20821707681557997,0.0,2.8888881710166787,62.46512304467398,0,0.41643415363115993,4,1
2127,4,10,72.14340832188147,80,0.8656838200394491,320.3852886028067,8.119524753665944,64.92628650295867,1,0.8656838200394491,8,0
1362,3,8,54.001863451865255,140,0.004166666666666667,216.63865924646018,2.8908977643736753,5.0,0,0.008333333333333333,1,0
368,10,1,83.0345928774679,100,0.2790966006681116,236.48864514902166,4.909305654850991,55.81932013362232,0,0.5581932013362232,6,0
658,1,5,98.187782552474,120,0.6826830831958112,273.80093372013323,1.279189044712298,102.40246247937168,0,1.3653661663916223,8,0
1995,3,1,85.88016406048635,100,0.6706262975965103,448.65772203381835,7.232435628159049,114.96450815940176,0,1.3412525951930205,7,1
1778,3,6,63.178534309741174,100,0.07856622677680906,122.9113655240987,3.7856637908571837,47.13973606608543,0,0.15713245355361813,2,0
1831,2,9,80.86115107157237,120,0.18168062829390177,589.8936703780581,0.0,72.67225131756071,0,0.36336125658780355,3,0
1582,3,5,88.25303744039661,100,0.9920565512878639,100.3828302069501,4.446184527760819,132.27420683838184,2,0.6613710341919092,3,0
2931,4,2,93.04513635041737,100,0.06431879592527098,476.6355732107374,1.9237415301148917,25.727518370108392,0,0.12863759185054197,3,0
814,4,2,70.57900874411939,120,0.5667131958426509,364.2219206297643,7.446227049468228,68.00558350111811,1,0.5667131958426509,5,0
2050,5,5,91.5030093999359,80,0.07365195253888494,0.0,5.257601824871816,88.38234304666192,0,0.1473039050777699,1,1
1503,3,3,84.95434918424888,100,0.25438560363009455,136.55083502406399,6.390831070084646,76.31568108902836,0,0.5087712072601891,4,1
1181,5,4,92.82028595203343,140,0.23171535684824943,52.618905897107936,4.2376451434124185,69.51460705447482,1,0.23171535684824943,2,0
2694,3,3,100.9870457254413,100,0.3170560386128842,188.86109705653075,5.976731753442617,63.41120772257683,0,0.6341120772257683,6,1
1079,2,8,101.5295023496816,120,0.04293612792088613,394.9491737839014,2.4700684709972314,51.52335350506335,0,0.08587225584177226,1,0
858,5,6,50.945496009418775,100,0.4688897396356157,545.3738175126963,2.775480472033138,80.38109822324842,0,0.9377794792712314,7,0
2420,2,7,52.08209473241666,100,0.348133180435598,475.60304000087854,6.82886726832899,52.21997706533969,0,0.696266360871196,8,0
387,5,9,87.86281764219156,120,0.012499999999999999,237.57704356913166,2.4981455620340407,5.0,0,0.024999999999999998,3,0
170,4,7,70.17818456855915,80,0.13791075852449936,503.559600094975,7.1926284665740265,82.7464551146996,0,0.2758215170489987,2,1
1238,4,5,89.27286071997952,100,0.5963365097067044,42.2100009634118,3.7637926232818666,71.56038116480453,0,1.1926730194134088,10,1
82,8,1,74.55419230152393,100,0.7008624556172687,312.53063394213757,4.688381093375289,120.14784953438891,0,1.4017249112345374,7,0
1056,1,5,82.2476362098092,100,0.36655112953266644,0.0,6.5974510095394585,73.31022590653329,0,0.7331022590653329,6,0
1183,3,6,89.4928687191096,100,1.1705387079885963,0.0,11.067463544794453,87.79040309914473,1,1.1705387079885963,8,1
729,6,4,63.20696187094211,120,0.670333172632532,469.22642726990796,4.741020122452523,134.06663452650642,0,1.340666345265064,6,0
2151,6,6,90.97238611911402,100,0.38420262952325424,235.0189878113342,3.750002119010157,76.84052590465085,0,0.7684052590465085,6,0
876,1,3,79.81521060606033,140,0.27466101196037834,172.318989693537,0.6304660537361149,65.9186428704908,0,0.5493220239207567,5,0
166,8,8,93.97359519311367,80,0.17329986159414087,585.9737926431585,1.3718216076682648,103.97991695648452,1,0.17329986159414087,1,1
1145,4,6,90.35156637146018,100,0.5636629812809448,0.0,0.0,84.54944719214173,0,1.1273259625618897,8,0
1702,6,10,82.12129210010816,80,0.7738858268545629,442.28945394483833,0.0,92.86629922254754,1,0.7738858268545629,5,1
1355,5,6,86.99266493295966,140,0.2313792117831044,289.0998162283141,1.7479061904875164,30.850561571080583,0,0.4627584235662088,9,0
395,7,10,82.07362148088023,100,1.1834910209328058,0.0,5.803275512242881,78.89940139552039,1,1.1834910209328058,9,0
93,4,4,78.80422683640401,140,0.25370833193781944,503.48346697825593,1.6475731195887735,76.11249958134583,1,0.25370833193781944,2,0
2590,6,9,67.50106112694131,100,2.2363517174520036,637.5795158968854,4.197315025562984,99.3934096645335,2,1.4909011449680025,9,0
2889,3,6,75.01336198490344,120,1.2088241364913268,99.04352294691904,3.2956018176567454,120.88241364913267,1,1.2088241364913268,6,0
217,2,5,100.06097161164115,80,0.8036554506231989,424.2016422976433,7.624788476441501,45.92316860703994,2,0.5357703004154659,7,1
1919,4,6,58.007210262956875,80,0.3121047522315453,79.05517789516884,6.918377084307222,93.6314256694636,0,0.6242095044630906,4,0
2936,1,9,53.49557152804918,120,0.2007964337876775,0.0,0.635301816167023,60.238930136303246,0,0.401592867575355,4,0
944,1,3,84.34038735435666,100,1.3474737506975458,493.39169202536164,7.711151625527407,80.84842504185275,1,1.3474737506975458,10,1
101,7,3,99.48842446679097,80,0.8397287274406028,0.0,2.4332845613724796,100.76744729287233,0,1.6794574548812056,10,1
736,4,7,91.66651083627389,100,1.0075658632282285,113.15409973753302,2.5359402953141963,120.90790358738741,0,2.015131726456457,10,0
640,6,8,57.5839157027104,100,0.26208369134563475,707.8700286106799,0.0,44.92863280210882,0,0.5241673826912695,7,0
2523,1,9,52.99281962398729,140,0.14054943639858575,429.2187367049904,6.5465977679063165,56.2197745594343,0,0.2810988727971715,3,0
1129,9,6,48.538235635847876,100,0.6645695833794418,135.36174307968136,1.0682613066044304,99.68543750691626,1,0.6645695833794418,4,0
388,5,8,84.1441126899283,100,0.06739212884067129,367.0050095398587,0.0,80.87055460880555,0,0.13478425768134258,1,0
491,5,6,85.49797110855845,100,2.468516867002913,353.21275348684907,1.1340654735405735,164.56779113352752,2,1.6456779113352753,6,1
1705,4,6,108.54361193411252,100,0.22341262532784825,355.00600123631546,5.726041995422708,67.02378759835447,1,0.22341262532784825,2,1
2314,4,1,87.44181062133178,100,1.6221970284208584,258.44728745501106,3.9207101357779073,121.66477713156439,1,1.6221970284208584,8,1
2264,5,10,87.16416094635156,120,0.43171791463478365,0.0,1.0460422450228708,64.75768719521754,0,0.8634358292695673,8,0
2808,0,6,84.17499409355756,120,0.34786773838311763,969.7906777985417,2.3128948512304275,139.14709535324704,0,0.6957354767662353,3,0
443,9,5,99.8099248329225,120,0.30891494123734553,141.47250798554393,2.879671100951455,74.13958589696293,0,0.6178298824746911,5,0
2367,3,8,74.18318066676065,100,0.03284387891441467,770.8469463542968,9.444026046786908,39.412654697297604,0,0.06568775782882934,1,0
1822,3,7,98.32592999326388,120,0.7070999612876061,365.63237928702443,8.409171293525635,60.60856811036624,1,0.7070999612876061,7,0
2924,1,8,69.85629953954577,100,0.9849699623890846,174.1557702000807,0.22158638687182375,84.42599677620726,1,0.9849699623890846,7,0
1568,6,2,90.94573510675562,120,0.30513009209469116,470.10033752996753,5.9264588568977885,40.684012279292155,0,0.6102601841893823,9,0
1011,2,4,101.63457186779367,80,1.8906301461290889,462.8908164298697,4.769376732575599,113.43780876774534,1,1.8906301461290889,10,1
2482,3,1,83.26160622954892,120,0.26315861787216605,369.53978596387776,4.04951552860093,78.9475853616498,0,0.5263172357443321,4,0
1271,4,2,101.74017201854456,100,0.5545396334319376,324.4122719823629,0.7518795331395527,110.90792668638753,0,1.1090792668638751,6,1
277,4,8,63.31382792024873,120,0.4067284546248364,263.8079040602105,0.0,69.72487793568625,0,0.8134569092496728,7,0
2996,2,3,61.84920725466449,100,0.878963506777172,286.4459271795251,4.671678121204173,117.19513423695626,0,1.757927013554344,9,0
2361,3,10,65.02964610059183,120,0.8787333493847999,82.65406288617763,4.412873815621887,105.44800192617598,1,0.8787333493847999,5,0
2159,6,6,68.84208609356548,100,0.4911491110461899,399.95397159892235,0.0,147.34473331385698,1,0.4911491110461899,2,0
2349,5,1,91.24185523109846,120,0.6153404594924693,360.67212712815405,3.9105067571663565,82.04539459899591,0,1.2306809189849386,9,0
2399,1,1,88.83054917322725,80,1.516155281769255,254.50442146648533,7.565009615076811,90.9693169061553,1,1.516155281769255,10,1
1632,3,6,82.1890744121716,100,0.5700934367278125,318.44845312018526,1.310664531627184,97.73030343905359,0,1.140186873455625,7,0
838,1,4,107.5608001323128,120,0.26515783076547894,549.4042692671252,3.0439807282695877,79.54734922964369,0,0.5303156615309579,4,0
579,1,5,85.4518150675861,120,0.3334941659471617,19.710072416505625,0.0,66.69883318943234,0,0.6669883318943234,6,0
1474,4,5,77.13859309498177,120,0.0419020284222749,0.0,1.964950363476568,12.57060852668247,1,0.0419020284222749,2,0
2747,3,5,72.9520212617064,80,0.15982754513172925,803.5604482790427,0.0,63.9310180526917,0,0.3196550902634585,3,1
1499,5,8,62.277813981067695,100,0.35666784793075107,707.0738467379492,2.4993554237312123,53.50017718961266,1,0.35666784793075107,4,0
1858,6,3,85.90065305381145,120,0.05129006809764765,479.95766098994795,2.4128845072970813,61.54808171717717,0,0.1025801361952953,1,0
436,5,10,71.99149642439669,140,0.2965651359083354,36.42269423524061,2.0458771297973435,88.96954077250062,0,0.5931302718166708,4,0
1315,4,8,107.54338759595029,100,0.46896695959588874,340.2527355377059,3.842163720833833,80.39433593072378,0,0.9379339191917775,7,1
2048,1,2,81.53384989471124,80,0.3164088913374617,374.63044033718586,3.9910010695883815,75.93813392099081,0,0.6328177826749234,5,1
1227,6,6,71.3502906164946,120,0.059217542319337284,526.8029336459978,9.850416952525055,17.765262695801184,3,0.029608771159668642,1,0
1136,4,7,80.92556951075552,120,0.3619921810376257,325.9034930335543,8.148616717122202,72.39843620752515,0,0.7239843620752514,6,0
452,3,5,109.26518840189449,100,0.6719554122798378,0.0,9.822600817545606,80.63464947358054,0,1.3439108245596756,10,1
44,3,10,81.75028713711092,120,0.12018286944045305,0.0,4.60255089182779,72.10972166427183,0,0.2403657388809061,2,0
2180,6,1,111.817151039505,140,0.4724120781884358,703.5270932891568,1.992864627478533,62.98827709179143,0,0.9448241563768716,9,0
2113,5,8,82.97867931022276,100,0.43248504994775766,252.56627550006715,6.38606624137923,103.79641198746184,0,0.8649700998955153,5,1
189,1,8,104.76391898346874,120,0.2068257016629868,304.2780071117617,0.0,24.819084199558418,1,0.2068257016629868,5,0
696,3,6,45.194659814207824,80,1.2135740562234667,540.9497006398651,1.90224370550786,91.01805421675999,1,1.2135740562234667,8,0
480,4,2,83.34619613937913,100,0.08851841608439491,550.1777621587223,2.503187350114162,106.22209930127389,0,0.17703683216878982,1,0
146,7,1,70.81854801410287,100,0.5702803877308785,508.3240888575343,6.5068447836587335,68.43364652770542,0,1.140560775461757,10,0
883,3,6,62.42042610648808,80,0.2275388019765729,409.56249801846093,7.707348678982425,91.01552079062915,0,0.4550776039531458,3,0
176,5,7,103.68636884615653,120,0.39835363203112856,706.0449880801061,6.589262554136065,95.60487168747085,0,0.7967072640622571,5,1
2066,1,5,94.46826023359,100,0.41491421551520935,513.9682802697533,0.0,71.12815123117875,0,0.8298284310304187,7,1
1576,6,6,80.4413536337746,120,0.5361805309211816,0.0,1.3059467397573892,107.23610618423632,0,1.0723610618423631,6,0
2253,4,4,45.0,80,0.07273318181515491,143.88317641509747,8.434987301320689,87.27981817818588,0,0.14546636363030982,1,0
1951,5,3,83.68056513492998,140,0.15489708363827245,373.821553400288,1.5105448533774122,30.97941672765449,1,0.15489708363827245,3,0
867,5,4,73.89584376841161,100,2.0398158724043047,471.2018801117438,8.992699754492914,122.38895234425829,1,2.0398158724043047,10,0
88,1,1,87.21119988358863,120,0.14568680716074867,278.1754227325608,4.462239976446606,174.8241685928984,0,0.29137361432149733,1,0
100,1,4,74.32756168940915,80,0.038690278943801996,484.47199738709105,0.9519504117753339,23.214167366281195,0,0.07738055788760399,2,0
2124,9,9,79.57973322656385,140,0.3574112216869181,0.0,2.468626398914564,53.611683253037704,0,0.7148224433738362,8,0
109,5,1,54.09019365211477,100,0.645636292563024,541.1012238401322,1.561077926079458,77.47635510756288,1,0.645636292563024,5,0
1150,7,3,82.76086746907349,120,0.2949697441397743,454.678746106145,2.8122461067682067,88.49092324193228,0,0.5899394882795486,4,0
1882,3,4,73.14785028892004,100,0.07268341953156399,0.0,2.115040043834761,9.69112260420853,0,0.14536683906312797,9,0
1165,3,1,67.08737482214644,80,0.05272068722043747,437.344921539093,4.912451338558531,63.264824664524966,0,0.10544137444087494,1,0
2847,4,4,70.68767921479117,100,0.08697888017436023,204.1468648425361,8.338312329829414,52.18732810461613,1,0.08697888017436023,1,0
1416,5,10,113.4391041583396,80,0.3903467356812302,17.558380735914398,7.7079954482901805,66.91658325963947,0,0.7806934713624604,7,1
1719,4,4,59.92426383014234,120,0.36698656969391547,608.6604674288637,4.464376733571515,62.91198337609979,0,0.7339731393878309,7,0
1020,6,8,85.09813041789056,120,0.3978727509172514,582.1115766814914,4.586142747816396,39.78727509172514,1,0.3978727509172514,6,0
689,4,1,73.62839408310363,120,0.2621851734024982,119.5991697845918,8.050510153786036,78.65555202074947,0,0.5243703468049964,4,0
1290,5,2,82.54559817714218,80,0.13545481538850326,4.205302445054201,2.674432653121392,81.27288923310195,0,0.2709096307770065,2,1
548,6,7,90.60274461348575,120,0.10938407594654019,106.52210012039379,1.7174057648554695,65.63044556792411,0,0.21876815189308038,2,0
577,6,6,98.71924977589148,120,0.16614802135259432,497.0949233760089,4.5581585309565655,49.84440640577829,0,0.33229604270518864,4,0
1617,2,9,53.34520041010887,100,0.4510810149930061,576.4051133684524,0.9917859635542392,108.25944359832147,0,0.9021620299860122,5,0
733,3,7,77.18493513607322,100,0.9793060223424105,0.0,2.8756147756297503,65.2870681561607,1,0.9793060223424105,9,0
557,5,10,64.51605994133244,120,1.1052650260116852,419.5329309108546,5.229253658869869,110.52650260116852,1,1.1052650260116852,6,0
1367,4,9,99.92946600274155,100,0.3828830433990331,64.31159661950821,3.46250202035976,91.89193041576794,0,0.7657660867980662,5,1
1387,7,8,63.70148210614114,80,0.3026415398075021,80.8944423848711,5.833005879475779,60.52830796150042,0,0.6052830796150042,6,0
1336,4,9,87.02829167759305,80,1.8104526289621474,576.7627280846939,4.454769534458569,80.46456128720655,2,1.2069684193080983,9,1
1717,3,6,72.07360803326712,100,0.17112991797442054,282.1292908377244,2.925972082326932,102.67795078465231,0,0.3422598359488411,2,0
250,1,5,74.47626564817955,80,0.5692389904679152,397.60836230478577,7.448130522873454,85.38584857018728,0,1.1384779809358303,8,1
2940,7,8,104.6399044015435,140,0.9805596264573445,410.3627459711508,0.0,98.05596264573445,1,0.9805596264573445,6,0
410,5,7,57.76721903835769,100,0.28353152863866216,404.6973522672591,0.0,42.52972929579932,1,0.28353152863866216,4,0
749,4,2,66.60304067622707,100,1.4239259984248347,569.1130427222049,7.8980407916606215,106.79444988186259,1,1.4239259984248347,8,0
2525,5,4,90.23588764719189,100,0.25551040607025655,0.0,0.0,43.80178389775827,0,0.5110208121405131,7,0
2839,3,10,81.13099314719094,120,0.5487574387465454,277.7899408631616,0.0,82.3136158119818,0,1.0975148774930907,8,0
649,4,9,74.14304075805785,80,0.36319351295538144,744.5154021723808,4.154955143341946,43.583221554645775,0,0.7263870259107629,10,1
2963,3,2,68.95590325192497,100,0.6975184258500756,212.88761194201481,3.7979720415725406,83.70221110200907,0,1.3950368517001512,10,0
2101,5,8,54.28271156755818,140,0.17362021072179534,0.0,8.818597480049473,41.668850573230884,0,0.3472404214435907,5,0
604,1,5,70.45077075346646,80,0.5314417383393893,434.3507714103364,4.210406555098382,106.28834766787787,0,1.0628834766787787,6,0
1504,3,7,76.82399296183408,100,0.5846037920847613,154.1232661966975,1.8968775280365868,116.92075841695225,1,0.5846037920847613,3,0
171,1,5,86.69108302223121,120,0.5637053149783919,559.326400000902,6.0658351029366635,84.55579724675879,0,1.1274106299567839,8,0
2945,4,10,83.40744197581199,100,0.23636934981703236,212.8324429874708,0.0,47.273869963406476,0,0.47273869963406473,6,0
2910,6,6,72.72515413607414,120,0.5965838175382338,3.6392229766931337,8.873493537870267,119.31676350764675,1,0.5965838175382338,3,0
242,8,3,53.63407412965053,140,0.43865977180104865,183.92181561514082,4.7786252967146154,87.73195436020973,1,0.43865977180104865,3,0
2116,7,2,80.94047454855071,100,0.829867226468533,372.4163280285947,6.409942670872801,99.58406717622395,0,1.659734452937066,10,0
595,2,10,73.64590090308742,120,0.11615837446588385,43.52124125902208,11.478216599915555,27.878009871812125,0,0.2323167489317677,5,0
1490,8,10,70.75560367711839,140,0.9410213076668899,491.84619225717006,9.2786418083479,80.65896922859056,1,0.9410213076668899,7,0
752,3,9,64.77398141406776,100,1.1675341356568538,736.1717223626083,3.4661273327629405,155.6712180875805,0,2.3350682713137076,9,0
1196,6,2,61.58000178766254,140,0.26876213804478183,370.2395165373764,4.849860394451937,64.50291313074764,0,0.5375242760895637,5,0
2012,3,9,89.88196052549289,140,0.2939960858002024,648.7887329390805,0.0,44.09941287003036,0,0.5879921716004048,8,0
115,6,9,72.05760936404296,100,0.5944175016483084,243.64598327066054,6.246441657947431,142.66020039559402,0,1.1888350032966168,5,0
2049,5,1,63.15564426339305,120,0.37041070787067804,611.1552516983295,7.058521180603972,49.388094382757075,0,0.7408214157413561,9,0
2776,3,10,88.33868046949163,120,1.4045847963539106,322.3783977032399,4.350280263617699,105.34385972654329,1,1.4045847963539106,8,0
357,5,9,84.0551485892259,80,0.8622243261858009,478.8739088291163,2.426755321086871,103.4669191422961,1,0.8622243261858009,5,1
2372,6,3,78.27833076497116,80,0.29080637279509225,428.0266454762741,3.8031079543402404,58.16127455901845,0,0.5816127455901845,6,1
2301,2,4,66.64968875354596,140,1.2492010180281863,198.72870805153096,1.571447628608201,93.69007635211398,1,1.2492010180281863,8,0
1654,2,3,76.4533037005323,120,0.2863988147147696,222.10539325780204,4.43647914110593,28.63988147147696,1,0.2863988147147696,6,0
879,5,4,79.58026315204673,100,0.06391138916355685,0.0,4.889149060350264,76.6936669962682,0,0.1278227783271137,1,0
