id,is_dangerous
3716,0
6938,0
1162,0
3687,1
8044,0
5306,0
5632,0
2767,1
2916,1
1219,1
3012,0
5236,1
5004,1
1413,1
4873,1
2796,0
137,1
111,0
4891,1
6544,0
6831,1
389,1
7660,0
364,1
7664,0
1302,0
1641,0
4311,1
62,1
841,1
1946,0
2907,0
7684,0
3831,1
3778,0
7411,0
3302,1
550,0
7170,0
6360,1
6916,0
3703,1
3856,0
5750,1
6335,0
5603,1
4840,0
2615,0
7005,0
856,1
7354,0
5147,0
474,1
3888,0
7127,0
7770,1
5297,0
7913,0
583,1
7469,0
2057,0
4654,1
611,0
2845,0
913,0
3080,0
7097,0
5829,1
7099,1
4512,1
3970,1
424,1
3552,1
3859,1
2216,0
5060,1
289,0
2516,0
1053,1
2761,0
1561,0
6668,0
1361,1
4587,1
7982,0
7762,0
6421,1
6059,1
6496,0
5123,1
1182,0
3839,0
5076,1
6771,1
7041,1
6104,1
7694,1
1343,0
2308,1
5597,1
2425,1
4076,0
7749,0
5209,1
3329,0
2975,0
2469,0
1913,0
2127,0
7379,0
1161,0
2795,0
1012,1
2460,0
565,1
3721,0
6449,0
7203,0
6811,0
2219,0
4226,1
1934,0
5687,0
6444,0
4174,1
6151,0
4810,1
4350,1
4218,1
7267,1
6012,1
5847,1
4443,1
1383,0
1151,1
3004,1
4152,1
6573,0
6525,1
5691,0
1032,0
4858,0
3210,0
1290,0
3187,1
1795,1
6758,1
7722,1
316,1
2837,0
4960,1
2043,0
2195,0
336,1
5572,1
1876,0
2037,1
4053,1
7979,0
6648,0
3010,1
6937,0
6548,0
932,1
2882,0
4526,1
6644,0
5514,0
5557,0
2224,0
1189,0
1798,1
5344,0
4337,1
6481,0
6406,0
4528,1
8020,1
1248,0
4986,1
2481,0
7512,1
8022,1
3873,1
1079,1
3007,1
5124,1
7840,0
1409,0
4656,1
4364,0
6311,1
2847,0
3563,0
7580,1
4616,0
4943,1
7876,0
7323,0
7981,0
2206,0
3277,0
8077,0
189,1
1747,0
3817,0
7001,0
1382,1
1575,0
4156,0
2984,0
5184,1
894,1
7606,0
7667,0
489,1
1889,0
3232,1
6134,1
305,0
5714,0
7950,0
1086,1
2357,0
2189,0
6231,1
2112,1
3757,0
4143,1
7594,0
6806,1
7625,0
3875,0
1580,1
6220,1
5770,1
2228,1
7040,0
5561,1
3252,0
8038,0
606,0
642,1
5398,0
806,1
2209,0
4386,1
7408,0
4895,1
7823,0
3459,0
6468,1
1959,1
6959,0
4859,0
2137,1
7926,0
3282,1
5969,1
3045,0
5242,1
4855,1
2128,1
4718,1
7129,0
4121,0
4801,1
2806,1
5237,0
3250,1
2212,1
3082,1
6441,1
2528,1
6310,1
1602,1
5598,0
5665,1
1996,0
5556,0
7069,1
5011,1
1939,0
3569,1
4732,1
4622,1
2116,0
3546,1
3434,0
815,1
2506,1
8005,0
2937,1
3154,0
7670,1
6498,1
5291,0
1524,0
3223,0
2562,1
5581,1
7020,0
1194,1
3343,0
4742,1
5886,0
7302,0
1108,1
2123,0
7880,0
3517,0
5006,1
6603,1
2604,1
975,0
5680,0
4694,1
1379,1
1311,0
4211,1
7557,1
2533,1
554,1
7231,0
2623,0
4050,1
4390,1
7525,1
6876,0
6575,0
7335,0
5799,1
1586,0
5340,0
6819,0
3190,1
6975,0
4765,1
4764,1
2157,0
547,0
6416,1
6446,1
3633,1
2821,0
4537,1
5898,0
4533,0
2936,0
4131,1
7081,1
1024,0
753,1
5356,1
7444,0
1111,1
7947,0
3604,1
5636,1
7501,0
4789,1
4431,1
5918,1
6666,0
8123,0
3596,0
292,1
786,0
4932,1
1519,0
2706,0
1904,0
3261,0
5200,1
3803,0
6910,0
3782,0
8074,0
7022,0
7708,0
3204,0
2595,0
6178,0
6859,1
5150,0
4398,1
5518,1
4214,1
3882,1
3539,1
2535,1
2303,0
4995,1
7459,0
7683,0
6492,0
1045,1
6780,1
2338,1
3094,1
2347,0
5801,0
379,1
1967,0
4728,1
575,1
4530,1
6933,1
4173,1
7812,0
1364,0
3266,0
3189,0
2019,0
1775,0
3631,1
3226,1
6182,0
1175,0
5835,0
2945,0
6714,0
5593,0
6277,1
1453,1
558,1
464,0
2848,0
2727,0
6339,0
5268,1
1933,1
1081,1
4153,1
406,1
5244,1
1250,1
2177,0
4887,1
8114,0
5359,1
1929,0
7153,0
7240,1
3871,1
1017,0
976,1
7786,0
7898,0
7796,0
4079,1
4446,1
1244,1
7697,1
610,0
5692,0
7475,1
3684,1
4714,1
4385,1
3053,0
6044,1
4614,1
7916,0
1600,0
6065,1
909,1
4191,1
7358,0
1018,1
5140,0
7631,0
7266,0
2316,0
5515,0
3219,1
2350,0
1233,0
1450,0
3728,0
4532,1
3791,1
3384,0
6760,1
679,1
4816,1
3295,1
5106,1
7767,0
1652,0
114,1
5671,1
5043,1
7158,0
4315,1
5129,1
4180,1
5422,1
7434,0
2300,0
2904,0
6301,0
2722,0
6019,0
7546,1
6632,0
383,1
881,1
5365,1
7030,0
7832,1
5480,1
222,1
6029,0
6070,0
5161,1
5337,1
4766,1
7869,0
3709,0
3418,1
2717,0
6629,0
7907,0
553,1
1553,0
772,1
2199,0
3198,1
6610,0
5723,1
7929,0
2783,1
4310,1
2909,0
747,1
683,1
6076,1
844,1
3754,1
5371,0
5367,1
3908,1
2875,0
6483,1
5387,0
3135,0
1772,0
2502,1
4041,0
4267,1
5527,1
7406,0
1027,1
2336,1
5942,1
1283,0
5427,1
7498,0
7032,0
5498,1
5703,0
2548,0
3174,1
5190,0
7238,1
2403,0
4538,1
7731,0
7560,0
1512,1
1892,0
616,0
2552,0
3570,1
3774,1
1140,1
6368,0
6156,0
6426,1
4560,1
7014,1
4767,1
3868,1
5219,0
2733,0
5336,1
669,0
2077,0
5148,0
1180,1
3853,0
1591,0
4132,1
4325,1
6431,1
4349,1
1779,1
3119,1
3710,1
3741,1
5453,1
1493,0
2257,0
3096,1
3097,1
4676,1
6250,0
3948,0
7761,0
6665,0
596,1
7883,1
7515,0
7550,0
4383,1
3327,1
2395,0
5643,1
5075,1
7885,0
1855,0
1548,1
5430,0
3582,0
6538,0
7175,1
148,1
7342,0
1534,1
3470,0
6952,0
1326,1
4856,1
6177,0
720,1
4645,1
5927,0
5174,1
1607,0
460,1
5848,1
6032,1
6365,0
7900,0
791,1
2237,0
4517,1
1480,0
220,1
6331,0
4578,1
4217,1
2571,1
6931,1
2227,0
4658,1
3565,1
2987,1
2208,0
6598,0
6576,1
1246,0
2572,1
3515,1
6126,1
1107,0
3971,1
1269,0
7100,0
2492,0
3613,0
3540,0
2454,0
4550,1
2036,0
6042,0
2556,0
511,1
3224,0
2405,0
3237,0
4033,0
692,1
5826,0
5412,1
7144,0
4857,1
7443,0
403,1
3807,0
491,1
1656,0
7004,0
7690,1
7971,0
4669,1
2271,0
7382,0
7543,0
6313,1
1592,0
5142,0
7142,0
5415,0
4418,1
3497,1
4741,1
5001,0
592,1
4115,1
1640,0
5864,0
6380,0
8008,0
4001,1
503,1
1520,1
1399,1
5072,1
5803,1
4593,1
6256,0
2283,0
5375,1
508,1
1257,0
7177,0
4377,1
1596,0
5485,1
4549,0
5843,1
2323,0
1050,0
4600,1
2559,1
8060,0
7955,0
6357,1
2704,0
776,1
6850,1
7779,0
6084,0
5027,1
3264,1
6836,1
7774,0
2202,0
912,1
3678,0
5217,1
7730,0
4863,1
5547,0
1870,1
1164,0
6645,0
6200,1
1729,0
4257,1
3359,1
4613,1
5818,1
77,1
1487,0
7301,0
75,1
2190,0
3899,0
2939,0
1025,1
1166,1
5809,1
8054,0
6794,0
857,1
7891,0
3735,0
6722,0
7548,0
3760,0
3091,1
4129,0
1626,0
6925,0
1225,0
3030,0
615,1
3583,1
4787,1
6119,0
7888,0
7648,0
178,1
4678,1
107,1
4395,1
7789,0
855,1
2258,1
2521,1
2411,1
103,1
1757,1
2866,0
1704,0
7811,0
4037,1
1294,1
4371,1
212,1
2736,0
1125,0
3137,1
6333,0
4189,1
6976,1
2607,0
8041,1
4756,1
7712,0
800,1
3674,0
4231,1
7159,0
2487,1
3435,1
2593,0
2685,0
8027,1
945,0
7655,0
1623,1
1660,1
2892,1
2699,0
306,1
6298,1
5920,1
7124,0
3415,0
1501,1
5260,1
5197,0
1381,0
677,1
2560,1
334,1
2979,1
2267,0
6781,0
98,1
728,1
4791,0
787,1
6577,0
7637,1
6133,0
6359,0
6060,0
6356,1
2132,0
2042,1
4326,1
1003,1
6998,0
1611,0
678,1
5088,1
3177,0
6278,1
1010,1
6882,1
2601,1
6719,0
5903,0
5532,1
4313,1
2295,1
2921,0
4852,1
5120,1
3577,0
1222,0
3321,0
1462,0
3303,1
1633,0
5575,1
6463,1
3057,1
2071,0
5053,0
5993,1
437,1
5759,0
4437,1
4133,1
7520,0
3083,0
171,1
963,0
7218,0
8089,0
7826,1
2526,0
4329,0
725,1
3612,0
6984,0
4807,1
8055,0
3605,1
3635,1
2367,0
6436,1
1195,1
6764,0
1220,1
6775,1
4643,1
3525,1
192,1
7348,1
2742,0
2273,1
