id,bun_size,nearby_pigeons_count,time_of_day,feeding_spot_popularity,distance_to_pigeons_m,is_raining,crumbs_on_ground,crowd_density,human_distance_m,noise_level,will_eat_bun
397,1.5916845496460275,8,10,5.41024357952107,4.1572353390635755,1,4.3807500401371495,9,1.9156827559858254,0,0
276,1.194777116122093,8,15,2.1774461581973847,5.111824062598885,0,5.165764361931483,8,2.191282897257473,6,0
1214,0.5,6,12,0.8260170459084337,2.436419540533344,0,4.004789235101317,10,0.33137749783478343,2,0
2263,1.4220080455520852,9,14,5.685275860086598,7.2127223012614365,0,8.201486377255712,1,1.7683824144281497,2,1
22,1.989016535469612,6,16,6.699261875544176,3.5724062763000877,0,1.6952236277537185,10,2.257096400705029,7,1
288,1.383131525678578,10,12,2.162198714794183,2.8466030221449956,0,3.901080815193531,1,0.47451985407355,4,1
1295,1.8381932433927415,6,20,2.2529935298067825,3.6575345118153475,0,5.185374666122959,9,2.0271973542763133,1,1
994,1.4561063273479264,7,8,10.0,6.881625196008526,1,1.531221318834671,5,1.4362977824057759,0,0
1261,1.5389653651831128,6,8,1.7062963421150616,5.518770417661487,0,0.0,7,3.3488909296540648,3,0
1434,1.5947794446183798,3,12,5.039119235509959,4.792973634821837,1,0.6966903533760327,8,3.1959522260811317,8,0
2466,1.3237968556608026,4,8,5.441264326151865,3.1810688949752652,0,5.7921945224282405,7,0.2,4,1
1547,1.178703963219318,1,19,5.522819443682824,2.867621450279999,0,3.8674367700486876,4,0.9803935286999088,7,1
810,1.4191667018442384,9,16,0.0,2.9876614666153323,0,2.2981727898342026,6,1.733020318865694,6,1
2310,1.8305629239573031,7,14,8.865150535540922,4.134362219307962,0,4.507881947862788,9,1.8056157750385078,6,1
1425,1.135422550745084,6,16,6.920018736049736,5.776715049669301,0,3.469692973266394,1,4.145542626406369,8,0
1801,1.6769818419878844,5,13,1.9241878075177956,6.192284732710679,0,4.90682168528596,6,1.6634732261224716,9,0
1499,1.027408372828472,6,11,0.0,1.493389475309674,0,2.05026860099498,2,0.9093570257406554,2,0
2252,1.7700578639579592,2,17,5.8666229696480805,5.010535031865541,0,3.199704861566264,5,2.027550724189488,0,1
1128,1.4024415559290648,6,8,5.263280157177533,6.453881752871878,0,4.870622964673279,0,2.979387968686663,10,1
2446,1.349558323776167,6,8,6.334673098297555,6.770119254097281,0,2.2246607237622005,9,0.22605064058199287,6,0
2471,1.3267069373507916,5,11,3.1908246513005083,1.1729828035036296,0,4.98852113586745,5,1.4041156945275948,8,1
1870,1.8487737466077805,4,16,6.272449700072789,0.8905798538402938,0,2.1787812726365816,5,1.6693699682026666,3,1
2262,1.555282051741312,10,13,7.03640534879378,4.602249485704048,0,0.8154211607049202,2,2.1220585644555863,0,1
1389,1.1336706090814248,5,12,7.98332730323794,2.5482835586257213,0,1.49571859858362,7,1.005608860694267,0,1
537,1.9591250642934255,5,15,6.891175054345976,3.8082327948680583,0,5.859099265370555,1,0.2,5,1
777,1.658796521799536,5,16,5.583420059889445,0.5,0,3.2313562958105555,1,1.847250786154177,10,1
1006,1.768031696880876,4,11,10.0,3.6375379309065976,0,1.9051455358257066,9,2.4712945453445885,1,1
1933,2.017403987383748,7,10,3.7209117886406826,4.755925252068147,0,0.7654786551288812,10,2.9488973047432037,0,0
1483,1.6319774154629059,7,10,0.0,1.2644922024058816,0,0.7931850933676285,4,2.275332002261161,10,0
1646,1.4523324650688318,2,17,2.9993379407332292,4.188640312762195,0,5.379375071416859,4,1.9943613072586883,1,1
39,1.7602371151298803,5,20,3.492174440150624,5.262476656134296,0,7.70122696788102,3,0.801875233301814,2,1
1617,0.7892053442695699,7,9,8.37426402805165,5.949315381400405,0,3.6244916774487956,3,2.469470970997796,4,1
1146,1.6892348792109901,2,11,7.393280816115742,6.84619029902324,0,0.0,10,1.0054146078690884,6,0
1169,1.3545666838772805,5,17,7.33503859181325,4.27374664137877,0,2.2350165370659543,1,1.921558105634274,9,1
1213,1.214578407451858,6,19,2.467335506120849,4.161215551241043,1,1.2156009702120083,4,2.4390292762940553,9,0
576,2.0344744400048684,6,20,2.6178751321487685,3.982132264216059,0,1.52971329416911,8,2.5238280106479776,1,0
1555,1.2486515567522085,7,18,6.491103238774647,4.751460595224714,0,3.9547213645465895,5,3.1620924548311167,8,1
675,1.639740249024172,6,19,5.140648786338647,0.5,0,5.775524176557107,4,2.2987672849708316,0,1
377,0.6985910831733944,6,13,4.041097108529799,2.925612411973164,0,5.442093604302569,4,0.5231538450911364,3,1
368,1.5809224767324774,6,17,0.5134062128626748,4.129179313886444,0,3.9574617265673497,5,1.7246714459476744,5,1
2062,1.6091450072103093,3,15,8.062012346688253,4.636956133593161,0,2.3061339537908556,5,0.5849051518762998,8,1
2112,1.8644952178275789,4,20,5.111758078110479,3.1546340302953455,0,7.798722975198016,0,2.355972823031185,2,1
337,1.6248037886204976,6,17,8.032733164114102,4.461344604761251,0,5.040854199076134,8,1.106067564718825,2,1
813,1.2984169034357558,9,11,6.854308009031152,4.276446850948606,0,2.0399569786498226,5,0.6445849700450454,1,1
1382,1.3730245780649273,2,18,4.473232208217888,4.64743779115813,0,3.413292184920384,1,1.6360180746773771,7,1
2154,1.5897189228726378,8,9,2.4435102451569084,4.29098609407062,0,0.0,10,2.0691582250164418,2,0
1543,1.458016737599931,1,8,3.813017605180798,1.1131064061263207,0,4.023626581840792,7,2.898000366921483,9,0
862,1.476635502456527,3,15,8.158146333919486,4.431015938603513,0,5.54808532341834,6,2.790423338806575,10,1
617,1.5966578086707006,8,16,8.510484234104073,3.6935380794835715,0,0.6963939896622602,8,0.6209175787653645,6,1
2322,1.956101312377712,11,16,3.390970447897832,6.939447529017091,0,1.4433771088896066,8,2.0804489645661843,5,0
792,1.7044887258190138,10,20,3.240172998198661,3.0105031389485757,0,4.710281750215222,1,2.2421300287003376,3,1
1367,2.0314524267397744,2,15,4.391691730133087,7.328466502995276,0,2.626043638662191,4,1.6535792781600402,9,0
249,1.0313733484698633,9,15,3.272144754229136,5.499531107316247,0,0.7473123108389341,5,2.856099136668689,1,0
1390,1.2312351905281291,2,13,1.1188772502679454,1.5689942823086098,0,6.110985142104292,7,3.7381733114647577,4,0
1841,1.5043942054110102,4,18,3.300360541588949,6.243568301969177,0,4.101103639849046,8,2.3549699525033754,7,0
2010,0.9941832032208343,13,10,6.138042875996708,3.4752437385796666,0,4.269920669311025,1,2.176914981308903,10,1
1113,1.4038251211718629,4,9,8.34889212676072,3.0731107727492075,0,4.725397169844519,6,3.9451392467373765,1,1
2251,1.4661920473954106,5,18,0.24808850343301447,4.500646586380927,0,1.028377539757708,2,1.8736968294311724,9,0
1108,2.021426027123235,7,19,1.8709204787353033,5.573033502663661,0,0.012275479947819079,9,2.6779685553698394,6,0
953,1.035028487944028,5,14,6.423742639164313,5.442450745599584,0,1.5694478426037566,7,0.7675933130747492,8,1
2275,0.5,11,12,4.863142545039205,5.430011621987147,0,0.0,0,1.0969306810179449,3,1
1150,1.5736231325086263,6,15,5.761407939475722,6.85906394913688,0,3.065545162576621,7,1.6735193264247428,8,0
2238,1.1389973974226832,9,16,5.332285972467057,5.6265153574392786,0,2.3494325299395458,6,3.100766890439406,5,0
2130,1.539200765639753,7,17,2.4910183997078104,0.5,0,5.267900785729294,0,2.402090707210469,10,1
450,1.447544987918662,6,8,8.413545851844173,1.6606479979511621,0,4.702108575450357,1,2.1448701718395875,0,1
684,1.3258370108224151,5,8,4.170364824067701,5.38018283035079,0,3.5052600850065914,3,2.322835435432591,7,0
1661,1.0599457785102777,8,13,10.0,1.3441349720131175,0,1.13595984869893,9,1.551129810695722,6,1
507,1.673953708585459,8,19,6.806945131154367,6.120654409559388,0,4.003540051553665,4,1.8148365777550612,5,1
1819,1.3956686166381667,5,17,3.7937177247876703,10.047562905244781,0,0.3286457087212895,1,1.8011326676571469,7,0
274,2.129341960990097,1,19,0.0,3.1448712708157505,0,7.793880353067558,4,1.8930034178540815,1,1
1946,1.1991356527729917,4,15,3.0014222091041267,4.848496274910378,0,1.74756502819363,4,2.1718201954255805,8,0
723,0.9013445240386694,5,13,3.6863565362844595,0.5,0,3.1996080014096253,4,1.7501876714861966,3,1
370,1.5045704222242637,5,11,7.552071606026439,0.5,0,1.7051686997650035,7,4.23548423152894,5,1
905,2.3241192682096314,9,13,8.292231457473342,1.504744401712415,0,2.131882568380813,0,1.057471442052726,2,1
952,1.6910117349067182,5,12,5.168462605472311,7.881733878363738,0,1.2027198952160194,0,3.2914922913513935,5,0
577,1.9991799940237727,4,14,3.7814084164021025,0.5492914759845928,0,1.7990864673642488,2,1.713955331244316,2,1
1486,1.8512234315632798,4,14,4.94173861416966,1.7520564751411318,0,0.9167671834545681,6,0.8145568919067725,7,1
378,2.1417017446068565,4,12,4.439607618788464,2.3374283280978476,0,6.925847087942053,10,2.712361714418191,1,1
2378,1.5170524097750988,12,16,4.839304207323828,5.045990656494657,0,4.944099165116855,6,2.2812397038065173,3,1
817,1.597641755591341,7,15,4.956334901426802,2.660009806243555,0,3.550635682821176,3,2.285876685178171,10,1
2028,1.582164210784504,5,9,8.62756990808785,2.591680124850968,0,1.420803820251257,10,2.187821649119351,0,1
2126,2.382610122856161,6,8,6.898198247421867,2.9204233939740787,1,1.522886413734078,10,4.1976841449961455,5,0
1992,1.592664177694607,6,11,0.0,2.529473476479336,0,1.3854304500743349,7,2.4018477503100204,10,0
1522,1.406349785086835,4,8,7.713549035899585,1.286800298121772,0,3.877105969446224,5,1.53225783195239,9,1
508,1.2761710855802042,5,12,6.766410745847146,3.4592068883932834,0,2.9040248938880158,0,3.361084973078408,4,1
1630,1.0120497020633914,5,20,5.048678158424032,6.034354695240411,0,2.506579903854555,6,1.6468363119883085,4,0
1582,1.7200809984105763,7,11,3.8941249133222176,4.155713448534608,0,5.377274037913908,2,1.0751455610903795,9,1
243,0.9131819018436037,7,11,5.7194957577562775,0.5,0,2.548927358379534,4,2.758483116961044,6,1
1806,1.6908140508905833,5,19,3.996311574517475,4.5192226958064285,0,2.3904919311761628,1,2.5135701828168204,0,1
1063,1.952893828871699,3,15,2.835738425165642,3.6602510328405216,0,7.263304848179919,9,2.978164731261709,10,1
201,2.062992744525487,4,12,9.766887244395226,1.7759114912815979,0,3.8339738964953716,3,2.697256108245655,7,1
1444,1.4423889359781294,4,11,7.705292646378503,6.474101083684937,0,2.253487668176279,6,3.0292018795278053,1,0
555,1.3771667126661693,11,19,5.250684822267605,1.7233465460781145,0,9.404651807495075,6,0.8987967621738389,1,1
64,1.784490631917142,10,11,9.228267790502299,6.2671374057512494,0,2.8673901424199384,8,0.2,6,1
1969,1.818617612207999,7,14,3.8580052613289126,2.3659826985158414,0,6.691855153255773,9,2.206016434175073,6,1
750,1.5045805166682618,11,10,6.084951081084153,6.298753681915636,0,2.5065656905372045,1,2.9820257394008927,8,0
431,1.6898788353852807,4,14,3.9047825648634777,5.739351513388982,0,0.056704104738705574,0,4.391622746205687,5,0
1005,1.6360839907473352,11,18,7.560155012197173,7.29622432364776,0,5.01391296271302,4,2.4573619543564784,9,1
2199,1.1746438350613295,7,10,4.941150024605258,4.015978617815885,0,0.0,10,3.188868878417377,0,0
177,1.5639966454293752,7,16,2.2606849355048713,5.017319086036197,0,3.3374595757831376,0,0.40116712683266087,5,1
1620,1.7309610310077,6,15,3.7853982950805634,2.708806795084656,0,3.2147931487727286,10,1.903657388809061,1,1
2040,1.8690558891151412,5,15,5.135372888900838,6.115669536257814,0,2.82464111422357,1,0.783720737035527,0,1
605,1.7164526443218127,5,11,7.254580927590672,4.089316561926933,0,3.996763006224229,9,0.2,0,1
31,1.3374339934461537,4,11,2.378894303426273,5.0843905714485125,0,5.963380341773952,10,1.0360539631298329,10,0
212,1.512252597037767,6,13,3.203389505376,3.8504621568705444,0,2.82656241383501,10,1.8300399989119565,0,0
1399,0.9360722284208759,6,11,2.4073718665455917,4.642092018329672,1,5.19799408558821,4,2.6820856548099488,3,0
2499,1.9927500537157212,9,18,8.06414977031609,2.214535581523983,0,0.1544563278940072,2,1.8686036622347366,0,1
1416,2.391709444222389,10,20,1.5502905488073004,3.367269153677112,1,4.162055603252889,9,2.0522234383972684,8,0
1614,1.2287713886026004,5,17,5.346389645114929,2.382739060254889,0,1.987053331770469,6,1.875875768886872,2,1
1814,1.5680707772767728,4,17,4.951965884082477,3.9426434246504014,1,2.5797180012181604,3,0.5177177973829048,2,1
2182,0.755006098950082,8,13,9.806458926380472,2.75354163310773,0,1.4153712145260489,10,1.533331430442904,1,1
1374,1.4902810464916738,6,18,3.093749096315075,1.4425800644462567,0,3.2882736037512554,2,1.7251965597920664,10,1
287,1.5209867193424975,7,9,3.905950473261173,3.8871178062257856,0,1.7123762715018016,7,1.7297944795874782,6,0
1065,1.4758992614394852,8,18,6.823975587867426,7.353189596491394,0,0.9203162429142879,3,2.662589761637807,7,0
250,1.3527004172847878,4,20,6.3611944256209885,4.782992074696215,1,0.0,10,0.2,8,0
1251,2.106717062855699,4,13,5.205661888169729,2.7363686218344387,0,4.39420974414667,5,0.5980639525208749,7,1
1034,1.2888329450702747,5,15,8.564566153282634,4.942500915691787,0,2.6957116541997825,4,1.0370562741817468,7,1
2008,1.9755136457415496,9,20,3.672243162442931,2.1658348955793874,0,5.430489206371162,2,1.9290232654926107,4,1
860,1.1071922320678798,3,9,1.4680049618878233,3.8881091359094637,0,3.2721492530467846,3,1.5474481417726538,9,0
1197,1.1293867555371397,6,12,8.574474627955308,3.6686990486319573,0,3.5049456799260383,8,2.28379521182197,6,1
2038,1.1025208491574068,7,14,1.8469947402923732,1.7868350124242438,0,2.877913407993393,8,1.7016913968329512,4,0
701,1.4019757395237191,5,15,2.852318536673521,6.326991628612948,0,4.684802465959267,3,1.8028413273571149,8,0
2435,1.1167953597195082,3,20,6.635165865281127,2.6634599893894038,0,7.209084708112976,4,0.30682527589709796,4,1
519,2.1515747790495965,2,18,4.00412163843451,0.5,0,3.3636496980751356,6,1.401068748966579,1,1
1825,1.7695177574671033,10,15,6.973475219744799,3.115054114299978,0,2.3779675054023506,6,1.055317300178983,9,1
2329,1.8998696079487956,7,19,6.257846352281142,0.5,0,0.9612520815391261,10,1.0754252144080643,7,1
195,1.1421091924176694,2,13,3.593085521221642,5.908696658183395,0,1.2036497024165824,9,3.168260834226154,4,0
2382,0.886854048658917,9,8,5.542765263969325,2.743360029223174,0,4.486087896044786,0,1.6661428819051514,4,1
1848,1.3461799559928334,5,16,7.5955473935555435,4.814259606416552,0,2.798037997714278,9,3.593546792192056,7,1
1572,1.636603474214721,7,14,4.6753157398140806,3.679414114353962,0,4.946160857930424,8,1.9457837087181005,6,1
1466,0.9854426659665211,7,12,5.926849514739789,2.0104537619427103,0,3.6938557878733875,9,2.1033832058006405,4,1
1538,1.1278941250919796,7,15,6.225160041869267,2.6136261077151093,0,4.433481402676283,7,1.7276336567735766,10,1
1487,0.9507987932457843,7,16,5.198648513883345,4.879847933375329,0,1.633167135103189,1,1.9891619931117048,10,1
1830,1.798908820457382,5,19,2.451162521945543,7.673790339658026,1,0.3690554400237742,1,1.5821707681557995,6,0
196,1.7573307178756177,4,16,2.3997573480754193,4.990545892137196,0,3.7790708819120855,7,0.7212792843783087,8,0
1588,1.1060020289102233,5,8,1.2620774909746881,3.1173710122086344,0,2.0687130467680817,0,2.091392281701688,4,0
1553,1.35381216235431,4,16,7.46562644821279,2.916799397132158,0,1.3129018194293347,2,0.24306630467080526,1,1
1017,1.3904597977815052,7,18,3.6329325728647603,3.879815504489737,0,6.395227330942785,1,1.5066250140691908,2,1
631,2.5197311810428014,9,20,5.269954309493511,2.6606371438555936,0,2.0942448974633194,3,1.244873924183425,8,1
2277,2.2544756634224328,5,9,10.0,1.3880352544247851,0,0.9557529844555277,5,1.8682445185295322,1,1
338,1.9621248144426784,5,20,7.612480478466452,6.392678970740494,0,3.155661550320506,1,3.4382466069308903,0,1
366,1.2025647084749744,3,13,7.909781782094729,5.020277431226882,0,3.41819261554013,2,2.86341997614972,6,1
1570,1.5100514844864132,7,11,3.5834723061985376,3.5608120214824805,0,4.964245649707502,6,2.3699592666555374,0,1
1704,1.594730446715211,5,10,7.856018281446529,6.779120517160123,0,6.94201650259599,4,2.322621885155451,3,1
438,1.2382866893249778,5,19,6.339061446021747,3.197490121360352,0,0.0,3,1.9272167441743238,8,1
2311,1.611696621573425,13,11,10.0,3.226632715023434,0,2.883694749499763,3,0.2,0,1
16,1.6475003136329995,6,8,4.25547004823468,4.021965785164802,0,3.1577771173457942,0,3.5275791758550623,6,1
1939,1.1793524636926198,6,10,6.365145390985601,2.075054792637829,0,1.6886173288977326,10,1.9815852791596886,7,1
335,1.0133759402475488,7,9,5.157597656270315,3.784932511467872,0,3.0428602138912266,7,1.8582064429128269,1,1
1465,1.5161026008001852,6,17,0.8158451346588,2.391700076850082,0,3.414695833584154,1,1.1961740917876762,5,1
706,1.1357700464314204,11,11,4.339900499308197,4.959381061195061,0,2.9380846838566144,7,1.655002309332446,3,0
2282,1.94197619558309,7,18,7.360660408247102,2.2995852497218845,0,3.473343450917734,5,1.2411133921023896,0,1
1306,1.101432549599044,2,20,3.653976183759295,2.3364776514743806,1,4.508800264333608,0,2.9748893570444555,10,0
658,1.9850075347326401,5,13,4.009461266579698,1.0860291584374644,0,6.818280455892122,10,2.5192928558543684,3,1
1680,0.8997322388872644,6,11,10.0,6.409015103212312,0,3.926081422065937,7,3.030132456654745,9,0
1605,2.0432484383469043,9,17,6.159784576227063,5.551504600899818,0,1.7365625976020753,9,1.4323086909659593,6,1
2259,1.7203697523574162,6,19,7.783531740339328,2.907351282974666,0,6.396232848616501,1,2.5393390687308672,7,1
2120,1.7220582727779323,6,13,4.194238289918598,1.78803010132156,1,0.13165171495388606,7,3.159404481948041,3,0
180,2.02240069668273,8,11,5.357399388839261,6.465727486618018,0,2.756017152453328,9,3.0444578738347206,4,0
304,1.4754702616684612,5,10,6.651290190897672,2.2889470941828485,0,0.7455532573000121,0,2.993719818116965,2,1
1817,1.8730555371964481,10,19,4.498198005935209,2.915838405610998,0,4.021400617392743,8,3.097313617978177,2,1
1035,1.4994429394226605,7,17,1.5349195605370065,1.3285589813908611,0,1.2420723148458621,8,3.054599605833873,7,0
1363,1.8448000201648536,5,17,2.4297599273641994,7.28546860387526,0,3.281612606730664,10,1.1713944715244495,9,0
10,1.8517591899451316,4,19,2.074992971026135,2.7970783768819882,0,3.904295770365877,1,2.217231785131263,0,1
245,0.9850309674903875,10,8,0.2450590197032767,6.320185693287101,0,3.3016750073770154,0,1.6247508525868275,2,0
2430,0.8911202899234286,1,16,3.0292439235757067,5.367257458959442,0,3.319450490777011,8,2.700689298187426,1,0
1971,1.3773210848696251,5,12,1.5128689033286715,2.499561859515735,0,1.2058353499075691,8,2.129980046517346,6,0
925,2.2528699520816198,7,16,8.419811824336087,4.750514956333472,0,4.90990273701838,10,2.2426885085126163,10,1
781,1.4681081744572766,7,17,2.7590149307923046,5.537207530992738,1,2.468252506556965,6,0.901674377096304,1,0
341,1.621746691612104,6,20,6.0752031180866055,6.192128466114361,0,2.5179362370370364,9,1.0481662366159015,9,1
74,1.556970294428226,8,9,3.15887766684374,3.853563352032357,1,0.8457857827382664,1,1.894328324525935,10,0
410,0.9071258410228716,4,8,1.7499488368270084,3.030020551476552,0,0.8036385682128939,9,2.4911630852094513,10,0
1283,1.8183354620879095,5,12,4.044350935217052,6.703362745720215,0,0.10105390122168911,9,1.8489167226616543,7,0
82,1.3547784613739713,5,8,1.2090234006000373,3.8260800487879583,0,3.5015115036640774,3,0.2,0,1
1424,1.5725256871445679,7,9,3.3173323291143655,4.025027518843061,1,4.138059342062819,5,1.4388681420751088,0,0
2380,1.3905184016728926,9,18,2.9247048499058,2.9173712891287025,0,3.5200354963069014,9,2.1717669548113143,6,1
1473,0.595834097064859,9,13,7.139334513380303,7.401585516856633,0,4.672068347854582,1,2.146805258578004,1,1
79,1.3762613841119047,6,8,0.0,6.744684685733036,0,4.3284857128504735,4,1.346203340096256,3,0
1759,1.5281676509309157,7,13,4.90616765856516,3.261089324352503,0,2.0459823829911485,6,0.8889523739902052,8,1
694,1.1693179812332422,4,17,5.900654350843583,3.768392980056468,0,6.8739813133765555,10,3.4005242906141917,10,0
1829,1.4094181661823446,7,17,7.536851940169024,0.5,0,1.5447065214573745,2,2.5645266515564304,7,1
692,1.880821461255956,4,18,2.8694914826940194,4.172507672450012,0,1.3009928558582817,4,2.2896653121143786,3,1
1922,0.7313981877805447,10,19,2.3229943068549455,1.1565453059250745,0,3.28277407466559,8,2.9204974767744583,7,1
2079,1.1339501362081994,5,14,1.6349888072061667,5.521891051762233,0,3.9396414072270427,7,0.8462457462602915,6,0
2165,1.99888456845698,4,11,6.514605204955159,5.771371307305465,0,3.693191810070583,10,0.5178361588239031,3,1
363,1.0765855672086362,10,19,4.384677525444518,10.119062457993646,0,0.4939737659300367,10,2.5264824003950204,1,0
1021,1.6264191482577144,4,20,4.842230393621085,4.080672811109381,0,2.2953442933268016,2,3.3578583118756624,3,1
217,2.0349592429770977,2,18,10.0,4.323838734570137,0,1.9565323461407689,7,3.1792527341280508,1,1
1336,1.687421111402481,3,17,5.752093692783099,5.156309833729043,0,2.6610865128543724,1,2.7965263533976783,3,1
145,1.333857095928126,5,20,6.589167764692232,3.687157041713403,0,3.1637800874864945,4,3.713491555763982,8,1
1478,1.3437289589603216,3,11,6.999815884851754,5.4886671774993525,0,3.15931163476986,7,2.7229703085694035,7,0
2188,2.3043704449602056,6,15,6.54706985893365,3.6099912446911615,0,6.412260804813259,3,0.8298485805563949,7,1
2350,1.7606162482575836,5,13,7.025540939224131,3.3573149399255082,0,3.355511610131811,5,3.0231836685269604,4,1
2469,1.5064517661104015,3,14,6.209591220132224,4.679185246510368,0,0.0,8,2.219986686704466,5,0
1824,1.1481430290529975,4,10,4.7655518616293495,2.1335488986213296,0,3.19077697826084,10,2.731183328517007,0,1
720,1.461528425230667,3,20,10.0,6.853969534452938,1,0.21714264079034473,4,1.1275046200442191,10,0
1356,1.3495151584866143,9,16,1.4283361722056336,1.7016814189227283,0,4.480567319638869,10,2.16725731350097,2,1
1831,1.522964028575263,11,15,0.7690104478478741,1.6162373781162498,1,1.240517659586208,0,1.1465618275064813,7,1
1808,1.5158774106390247,9,13,7.914993947757326,4.672496492704741,0,4.7209334062895145,10,2.741876441959173,10,1
2256,1.6327981973827739,11,13,8.642658784023457,4.336411614222512,0,2.537141253308641,3,1.9140707255622973,6,1
1300,1.52139265072876,6,20,0.8868414324334966,3.3617885188940506,0,3.0717843985077113,5,0.6680119738082884,9,1
2460,0.9962347733175466,4,14,6.738447900872513,2.6733011166710803,0,5.020440355733386,5,1.5769913395910176,1,1
1073,0.8628822961113889,9,15,8.54650707363233,3.8551753223389125,0,5.647035868360031,6,2.7163735861527867,7,1
12,1.5264122790244865,10,14,1.7659320339229523,4.432409352645376,0,0.0,8,4.07448641375799,4,0
1769,2.623827588038557,8,10,2.1815823218381594,3.6317741357656717,0,5.273756925870426,7,0.2,8,1
1779,2.084942105389344,5,8,9.663451366423638,2.083081788609473,0,0.5977340669297071,8,1.7321924794487296,8,1
1185,0.9494450003688208,9,14,6.146871342587655,4.535548394985022,0,4.861424693109007,2,2.071747433067887,9,1
27,1.6461776257456313,5,10,7.078432328682323,3.2571645278358625,1,4.872861201781614,1,0.7660499504091156,4,1
1079,2.074120062658176,5,20,3.1425795044127858,1.3249126134142117,1,0.36220315332429553,1,2.5340402268622357,10,0
695,1.1870334664154216,2,14,5.989016155546795,6.11710563228363,0,3.058450643790576,6,1.1888154082538653,1,0
1708,1.9099686772501596,3,17,2.9437909237782107,6.244256039669814,0,3.8053348943618692,10,2.2403946495362397,3,0
2240,1.9917502870600416,6,19,6.421742029360812,3.4586524893126116,0,2.214275569379625,1,0.33273963365670745,2,1
1761,1.1889576289006931,4,8,8.805283177663135,6.238174169702053,0,1.6778017356311135,0,4.898509318597872,0,1
1934,0.9599603527494316,5,18,3.8579980293075256,7.8158969866937635,1,3.058526843008423,5,1.4614238815373555,10,0
1692,0.947220387454547,7,15,5.183876358113309,5.152578383436421,0,1.2271853099195096,0,1.3648355472867568,8,1
582,1.3824884319391482,6,12,6.528111701521068,4.458920728916859,0,0.6374590886561688,9,2.4850993084323596,5,1
1701,1.3026394638469285,6,14,7.285347429822032,0.5,1,4.418729413730667,7,1.4345164804648451,2,1
820,1.307503550453835,4,16,7.851515497342358,0.7874863634092355,0,0.0,4,1.920750156771893,6,1
1330,0.7488044936136369,4,17,6.489232126448643,2.065019845249531,1,6.353735640290127,10,0.7116418148943275,1,1
336,1.2315438890413675,4,11,7.957043890657381,5.108660009264781,0,1.8864223910823275,8,3.5125472265669355,0,0
999,1.8295012527504728,5,11,5.850196817405099,5.189380422740368,0,1.7320974156714146,6,1.7160637502542384,7,0
769,2.1727266477203298,3,8,2.286257695536815,2.36300479517923,0,5.732094004764235,7,0.7988999031559079,1,0
1923,1.951596440384807,5,14,6.3399106760688975,2.608641760966633,0,1.4791552069744083,2,0.9689258169620218,4,1
1623,1.9702026306035119,7,12,4.994875468060151,4.713425278071905,0,2.7030876181381895,7,2.9148623546631613,8,0
147,1.4436836454334459,8,13,2.349497126503321,2.97272747857018,0,6.249923278203845,10,1.4509926477891502,10,1
611,1.5941104446353054,12,16,10.0,6.430964832995388,0,3.539347640876179,4,2.0223996730167553,2,1
131,0.9493255409774765,7,19,3.1022730608179128,2.0275197789668047,0,3.358708174878508,10,0.545667569737508,8,1
1328,1.450476282268136,5,20,2.026417957018195,4.470579418339739,0,1.8433308368784,5,0.6970871263521747,2,0
1215,0.9487962892608535,9,9,4.309005875706966,2.278633913670949,0,7.9956419462671136,7,1.0948788078863814,6,1
531,1.1235511616300167,18,16,10.0,5.14371836527342,0,6.853172556079131,5,2.240774893141017,1,1
