id,fat_content_pct,sausage_diameter_cm,has_metal_item,poke_holes,heating_time_sec,sausage_length_cm,microwave_power_w,plate_type,water_content_pct,will_explode
2312,17.83883177955241,2.493026441220396,0,1,43.935973527815264,12.737569263807126,700,1,62.59646239235865,0
2055,14.764187643291413,3.1494348711891544,0,1,74.5803450572508,11.166216271315486,700,1,53.83699521684672,0
2221,37.910129212433574,2.137410420210647,0,0,50.713286478387296,8.463288680904174,1000,0,53.04513875230556,0
27,27.071238968324717,2.3514329055671723,0,1,80.98536697771621,10.730888128728157,1000,1,60.22931186891857,0
799,28.849247685934188,2.5606163183061064,0,1,56.72845195955365,10.077826413802919,800,0,69.37423619033142,0
512,27.30993115832562,2.331538806937138,0,1,60.84347398282302,10.198954946031478,600,1,49.207126215171016,0
471,29.270123031905605,2.4786788524035384,0,0,71.49783835827861,9.18584352729935,900,1,65.47747029333355,0
697,29.875499470068235,2.417421696635784,1,1,34.09920646337201,8.072723111262391,800,0,53.143375397132985,0
1886,29.95028816291818,2.386662730517,0,1,22.519684501393222,7.872880541130565,600,0,53.48530989937582,0
684,16.038736459747035,2.7760365660701583,0,0,75.10538315140793,9.129185054112074,900,0,57.323484125468354,0
359,28.045037644623807,2.144083869481121,1,1,83.43049018369554,9.704942639519293,600,2,56.40164685123578,0
2397,42.353942023077344,3.002063366681889,0,1,51.00666921564158,9.633404887145481,800,2,56.49182974179797,0
2043,23.888564543352956,2.113282591533586,0,1,111.48047250546745,8.47312136537868,1200,1,40.707776332921235,0
2355,23.37415369372795,2.984699562878463,0,1,68.84035799416559,5.627116042498865,800,0,49.751606476796795,0
1734,17.669975435975022,2.9917299725261657,0,1,78.461294037533,8.966978515678335,800,0,52.532016555977066,0
2101,30.9311842926408,2.5176555586662372,0,0,57.6584667783713,6.571028209007757,800,0,53.36887232906708,0
2350,31.794119267947913,2.3714629879851015,0,0,63.21209978758884,11.303081241287918,1000,1,58.016987530161764,1
669,28.832762114158882,2.024644458160692,0,0,59.01891453077271,5.0,1000,1,54.210919648517105,0
2131,29.405811284434456,1.8739486421998395,0,0,18.178343137267433,14.67569023834433,1000,0,42.63895275910687,1
989,30.640138976261422,2.405096112361039,1,0,58.9156908267336,9.03441968255071,600,0,69.2030343528265,0
2386,15.779494022822725,2.5904238356408102,0,0,33.57303229347659,6.782386581460056,1000,1,66.40862497770145,0
2006,32.67166591588308,2.7998202155704583,0,1,31.33910460062642,9.811610849298333,800,0,59.19171848219236,0
2092,28.18121036060418,2.596028605056832,0,0,49.91547163752689,10.263747626242305,900,0,77.58493929013716,0
2069,18.129161210888107,2.6783713393353814,0,0,59.79370681439697,9.607991404309969,800,2,56.458382258703885,0
654,29.17934339593414,2.2567041082650854,0,0,51.951382441966665,11.174518333605585,600,1,55.486120781155286,0
542,22.52328906764233,2.144078404260636,0,0,47.768083832417645,10.495331802217887,700,0,68.28971074857847,0
1760,30.760826584411845,2.616725106970524,0,1,54.05679165405359,7.647599366713134,900,0,48.623164526947974,0
1644,13.81639825439816,3.068011167114842,1,1,46.34317451068957,7.015788329054017,900,2,54.9654021972542,0
702,28.33937568592744,2.377519168411381,0,0,73.5224387060015,7.938372559457692,700,1,69.17679186743536,0
2425,23.684629058140754,2.9490239480597396,0,0,63.02314463358074,12.267578545128025,800,0,56.47175413307065,0
737,19.657976720963482,2.7965127067940085,0,0,53.47373089057512,11.614016563888942,900,1,44.78396841158525,0
1472,21.513441207511793,2.593838232357375,0,0,20.083945450560833,9.973168426150382,1000,1,46.50856080488453,0
1838,8.530733856028966,2.5116158286021166,0,1,68.65312305159382,12.956557871432118,1200,2,50.39827113879319,1
1406,26.29674150225252,1.8620498943937598,0,0,39.2751805483375,10.511813700208446,600,1,54.767562910196396,0
507,24.389455201519652,2.9241308819118776,0,1,74.9125721384684,10.869768542927295,600,2,41.197228205927814,0
659,34.513930546070725,2.2207114161069708,0,0,34.04274058015679,9.352416591426799,1200,0,49.59157757756612,0
1171,31.550002519997953,2.7106792168418306,0,1,96.09404392511888,6.1837391735494665,1200,0,59.9846858681268,0
1331,28.455936635948046,3.357378729910792,0,1,68.69575252429317,7.850467972364572,800,1,41.36107892689981,0
1799,19.26711530364486,2.4247232571795676,0,1,69.38681932428378,9.113975693517066,1000,0,65.4651527480484,0
25,22.460430913551676,2.772957003925117,0,0,67.01825939620204,9.295732899023541,1000,0,55.057747653801414,0
1638,27.446198223908887,2.096339863453263,1,0,81.19608849862735,10.016563819915854,700,2,75.4308062158026,1
1687,27.174992412200375,2.3529618135359254,0,0,47.05642898201,10.49589512170375,800,0,44.447108357407856,0
869,17.802149204750435,2.5498789110605387,0,0,32.060397684496486,9.906825459321322,700,2,51.20957458073845,0
220,23.390249673176243,2.57028018246594,0,0,49.01025644878073,9.552282366239002,600,0,63.27352076613417,0
1267,34.31653630832035,2.6784564016990697,0,0,60.18423385264179,11.324163069163506,1200,0,46.91873861030953,1
313,22.540318586192,2.2864816241363166,0,0,34.03179042076118,10.877986317476598,900,1,44.02799086844681,0
2365,27.9553415510102,2.534604316314918,0,0,59.7851085918261,12.960198407427832,800,1,56.065260637464405,0
950,28.835608233739087,1.8674756873956029,0,0,66.63477970111079,6.553073185189164,600,0,53.11912681273482,0
223,18.357085132646716,2.5718586723120214,1,1,60.67220573823155,7.831223855533267,800,0,54.083101127997416,0
857,22.449538310786608,2.2902340428115826,0,0,51.63850742037709,10.849931794872298,700,0,55.57675840671804,0
938,28.783581978864014,2.386360397855687,0,0,87.67925132337118,11.880578929767179,1000,2,61.71034958694263,1
16,19.319622591139858,2.5043931570329607,1,0,37.88455409569387,10.737501568164998,600,2,63.34393149861722,1
2195,37.271593934015,2.644400441452576,0,0,74.63922676770126,6.287376865771086,1000,1,53.25673185347024,0
1694,21.44910832833676,3.0110120766961095,0,0,79.05594046230627,7.501880058643895,700,0,40.06562985790186,0
693,17.58741341247725,2.0277622640986035,0,1,77.20179028532151,5.4964454187619065,800,1,45.466220455306235,0
319,18.484564184784645,2.837269724009068,0,0,66.2285874760013,7.643392753770269,700,2,59.595895513160926,0
446,35.840973476626885,3.140018912527843,0,1,77.033597464581,12.134444833143966,700,1,50.528903016946835,0
392,23.10593229904647,2.4623939303659377,1,1,56.19176485979909,9.056447932723328,800,2,52.136517966418836,0
1543,24.152188370374336,1.922621281225264,0,0,19.77240277837354,9.790083687999655,800,1,55.98070852479395,0
1493,23.990990888336935,2.22386816832889,0,1,54.107283256125754,7.856597346276511,1200,1,50.888878968472326,0
1165,19.66414027315284,1.8672189930248404,1,0,68.03496559609565,8.27831664295286,800,0,62.31721907259148,1
1036,21.913231757796886,2.8750091686999033,0,0,49.7568031127738,11.972272633921536,600,2,36.15523716491149,0
2087,23.87142927207172,3.100640749052477,1,1,69.2632174225456,9.064047373351416,700,0,60.948012819436585,0
335,33.14113356587076,2.4569865022935744,0,0,84.58455161252364,7.5668797012377444,700,1,51.01675933892081,0
44,21.443054216704013,2.4817767492981835,1,0,48.52119672601167,10.233371618281456,900,0,46.68579496614748,0
278,41.184465858420744,2.686198709666512,0,0,45.98414778162116,12.38228590617773,600,0,57.90247819259916,0
2060,31.80548752953992,2.757659334860793,0,1,73.86724019311322,7.105990847169968,800,1,57.261270321839206,0
1094,21.39273740023509,2.3493621107906058,0,0,71.12313730398182,8.687890126718065,700,1,66.82627671507593,0
1327,23.12426734571505,2.5924039909022056,0,1,81.82410181172327,6.822204871642549,900,0,56.80605874467802,0
1265,15.024225864400323,2.967898472394207,0,1,32.23231398020286,9.76900224140213,800,0,51.623676523949854,0
927,26.130356012186674,2.710038389589039,0,0,77.47148404972728,10.827584634380427,800,1,49.53387273447581,0
1670,12.790599108311858,2.9246075081655025,1,0,68.40964025471999,9.82135919459853,800,0,43.757828422197115,0
791,12.133058720813072,2.610937671888086,1,0,71.52389378686985,7.499368922153707,800,1,56.5157112650922,0
2137,27.957622754085477,2.082435290164214,0,1,55.15077205352494,11.69260812461546,900,0,50.34547907776687,0
630,23.31021777673323,2.7673670741144036,0,0,47.327358301097085,13.221873990023788,800,1,50.52486672285451,1
784,22.86322579702851,2.203793671799552,0,0,70.5012821996788,10.022890878182933,1000,1,57.98450476300103,0
1530,22.856387441691982,2.010278635983095,0,1,80.08435937975784,11.110720457017152,1200,1,46.07169027840193,0
833,27.00365805194914,2.3410066660282274,0,0,53.1569532899916,9.24038697642021,800,2,60.35046806014619,0
725,20.06321148796734,2.263208476908008,0,1,48.51066099289324,12.922357733440657,1200,1,56.92311058003679,1
2379,29.821028895286855,2.060430173763783,0,0,71.20596687120207,9.826590598315752,800,2,48.41732433981027,0
2133,18.74752996361596,2.0288840929196517,0,1,72.71011936305996,10.648178444640093,800,2,50.42659947771868,0
1695,20.84863395429859,2.1627469367953003,1,1,61.84984822641214,10.820424031359103,900,0,49.635258784701314,1
534,13.7512894601181,2.936633447750989,0,0,91.84430271518109,6.868481855638971,700,0,52.92966760329947,0
306,33.98645228645829,3.190452949867804,0,0,71.35808626989066,9.331087655288247,1000,0,53.38116992203614,1
41,18.31580772084759,2.6630913478472156,0,0,39.54069667555196,11.08630853661039,700,0,53.962199847915294,0
1451,27.480203735752998,3.4535444151927495,0,0,56.79840061843961,11.019796496953072,900,2,64.36056792309265,1
2446,22.349406008224644,3.054023850819456,0,0,64.69180936460886,9.247791618880836,900,0,49.81534977173118,0
935,19.104366110380955,2.7104808072495583,0,1,69.03458691247032,11.179093772071205,700,0,50.800261216805936,0
1464,27.126557073542756,2.4042115739534706,1,1,42.74659362585879,11.97710648493063,800,0,56.46183268435446,0
991,22.008610517136347,2.1178753964720762,0,0,60.92720152499412,12.95854902134846,800,0,57.724928997403595,0
883,15.92361750450532,2.232436263998632,0,0,100.30812727565547,7.65605681419841,600,1,63.456431519777915,0
1945,23.557916382362176,2.0689054567810947,0,1,77.3865085376523,6.394287607164235,900,2,53.41434065520267,0
1008,33.03577287931758,2.718351535095658,0,1,65.27493964681321,11.512496327259612,700,0,57.78246945738064,0
1218,31.469620401654122,2.6821193753666304,0,0,35.2865283837008,7.609282051403794,900,0,58.175442624044926,0
563,23.580585004647347,2.5682032744078596,1,0,68.5184459597222,8.468929445140574,800,0,71.89223465048083,1
235,19.34596016555502,2.338886823557504,0,0,64.19365268617895,8.691707119864407,900,1,54.46103162215721,0
2422,32.02178214036354,2.5748567947080865,0,0,69.12756370758905,13.099781132258252,1200,0,58.09439643539621,1
500,23.88552728792395,2.999609078749398,0,0,45.33211330643901,12.727724459627819,800,0,49.63095142631593,0
1846,29.60843100096553,2.142497464682211,1,0,33.00076291990444,10.065390450506541,700,0,41.83012553732157,0
156,30.91132292074634,2.6072651123821267,0,0,82.92213278103495,10.260549042945772,900,0,53.946051794304225,0
2161,36.41365327596144,2.356557058584548,0,0,91.8911901567666,8.112092950555995,700,1,48.758843326848094,0
237,27.23038597463675,2.405939741354226,0,0,80.72155901149578,9.674668158910185,800,0,51.42375233898299,0
2373,26.31154968735886,2.020395842993995,0,1,64.54759977196835,13.185824178245616,1000,0,51.85050572861224,0
2272,26.461238574697376,2.3637975619872647,0,1,55.86257853811218,11.262549460243152,900,0,53.62926773612002,0
1753,19.94421278928805,1.7653959190499708,0,1,54.62844164489212,8.868722503289922,700,0,70.03880019956236,0
491,8.677314690745145,3.1509605357858743,1,0,60.293463343382065,10.73306281447446,800,0,48.87243247978647,0
1024,17.845811954464217,2.13181769750028,1,1,67.71636935743956,5.784093316445114,900,2,55.554526007529006,0
1589,31.977719140162566,2.8018574468690436,1,0,83.02291096187656,9.088944309993138,700,2,63.67987628067167,1
1286,26.50850839861378,2.3682433850349223,0,0,105.7900123069151,7.3472077933629025,700,0,64.79405497716786,0
1583,21.695391445105287,2.351754778584055,0,0,47.44724366721566,8.593861838204395,800,2,58.34371420679597,0
1455,22.891444643915804,1.6988745045896683,0,0,56.43415956021751,9.771580216444326,800,0,56.13149855375321,0
90,24.189204697431695,2.166694963385101,1,1,89.79444504420745,11.330770217945572,700,0,50.68594014703344,0
1739,20.44787971177904,2.7563140537010566,0,0,107.15599446749438,10.222700858796223,700,0,53.90676892712685,0
1237,18.167910503268487,3.117779791247469,0,1,90.15838834469733,11.141074072276972,800,0,57.61481398245859,0
1403,22.99443661235266,2.407576128040204,0,0,29.90789542672134,9.016688770069031,800,2,53.331208015733075,0
436,38.245286368777606,1.7932152407479782,0,0,56.09900297591136,8.93219952325289,800,0,48.99361381366361,0
190,25.62991928376183,1.9882012816344408,0,1,60.090101310187016,13.447331441566593,800,0,44.27238895651352,0
1538,22.364333012584325,2.2227252215430218,0,1,36.62857000286282,8.139470625459898,800,0,53.659401298046284,0
1259,37.91328099291367,1.7853093624620358,0,1,76.22830763359437,9.035535042594159,900,1,51.47253789965683,0
133,26.787821778899932,2.5021291441806803,1,0,85.31887168297197,9.555554605802453,1000,1,56.225375258076674,1
1832,14.789025825846952,3.111424325717546,0,0,58.82174441005386,7.76534479589745,900,1,60.06510718546275,0
318,22.70791560706806,2.801148866859552,0,0,59.73552848302884,11.979167869189705,700,0,63.07978919631245,0
1587,27.109885456952824,1.8135005290061792,0,1,102.63210613117167,11.88553160245055,900,1,61.314355023552295,0
1488,34.87292578031437,2.978651147594804,0,0,66.24132848157795,10.656735945663076,600,2,44.15901280236022,0
200,21.967405596558198,2.842884141422645,0,0,59.12906861270215,10.675149097597867,900,2,58.49310062149191,0
406,28.43461716789794,2.957035689116046,0,1,12.279170552718611,9.76491566534374,700,1,51.15779977100463,0
1692,28.806083083520747,2.7305156766872845,0,1,59.34383380440005,7.236101937272735,700,0,53.199314645166275,0
1391,18.995660602101076,1.9345930705389387,1,0,64.08335734905046,12.95478726834007,700,0,52.29916999458818,1
872,23.42323465238392,1.9091168146155875,1,1,72.5618365633032,11.448565354912457,1200,1,52.12634646678284,1
143,28.85588140313677,2.1172653148481415,0,1,86.88809944180488,10.535422924687671,800,0,58.14254820971928,0
1151,20.87863920415979,2.602677799617234,0,0,71.99317748440717,11.925315144973682,900,0,49.817579532935056,0
2257,30.87499751295565,2.841753864271349,0,0,72.40702730405658,10.493366299221488,800,0,48.40135538593926,0
1356,27.176695165047,2.0403362837845456,0,1,90.39770150220166,9.247575792433071,800,0,42.42019668965248,0
496,20.585993258987457,2.0159788601243864,0,1,27.247613941116043,6.337187831569753,1000,0,55.006189673877934,0
1963,18.24519839338633,2.253208198498089,0,0,45.522546903454725,9.52773981644403,900,0,63.829493367611946,0
1484,21.19093661096985,2.1776328885529233,0,0,38.105890342275025,11.555219060557071,700,1,67.62690455122797,0
662,16.98775956065797,2.7219186086901255,0,0,49.30799519465735,8.195153810414975,1000,2,53.77357027729456,0
219,29.004967819275556,2.065586178786341,0,0,72.6640086941862,8.608114776658594,800,0,56.71912997402771,0
2307,27.857776799828937,2.2581465053830216,0,0,35.97639753946827,10.026751625431725,900,1,54.98604274063839,0
2118,26.38627412168513,3.5925154836638207,0,0,50.686534074346774,10.430196271638073,1000,1,68.1680426159023,0
2395,32.59051969428866,2.4638841015572743,0,1,53.05813635769631,7.680321428466069,1000,1,60.54617475673748,0
1477,25.384709147707216,2.398464975549787,0,1,34.443623079347056,7.085724174160887,600,2,50.52592944104201,0
327,22.53755843766458,3.269798414805029,1,0,48.433147502769096,9.866093654203599,800,1,54.553046960972445,0
361,22.018848864569726,2.7531473294229154,0,1,48.457056448902904,10.76678772870699,800,0,51.9282797925051,0
1140,24.241362092320966,1.8776642353340258,0,0,68.3804120771596,13.437590006099718,700,1,30.337558856409494,0
250,13.906938872509551,2.6565984149392428,0,1,29.612012948834952,9.263502086423939,1200,1,51.10018625023472,0
537,24.741952679160818,2.461646558973612,0,0,54.64785983961748,12.295625321467128,700,1,64.2351031971554,0
23,24.710608825514285,1.7798085233063277,0,0,47.130245818337414,9.690941035862396,800,0,48.74139175380573,0
177,19.439367021023088,2.7034638172072394,0,0,83.59931478915179,10.319983227146876,800,2,53.79746040458887,0
13,26.581598858623366,2.8219522263449517,0,0,82.67204716011996,12.254482413936065,1000,2,64.35384979979811,1
634,31.431733467495324,2.289397321393554,0,0,87.57773399212421,9.379032047608112,900,2,60.36794636357672,1
374,18.20966398864585,2.5467920936095547,0,0,67.54264968622054,11.108233002648186,800,1,58.86725852778607,0
586,28.975821211770317,2.035306656426261,0,0,30.68988687642197,7.6467705611413965,1000,0,65.79562091932283,0
2344,20.714276551197266,2.482716069241594,0,1,23.401396753412364,11.623471419993004,600,1,69.84973253916228,0
1255,24.589716226172314,2.301310118882518,0,1,41.05500199541399,8.743030539726421,800,0,30.79420078493932,0
1315,27.030941488961197,2.2071968268377145,0,0,23.522582899591995,13.672451679460039,800,2,51.89018785961612,0
1933,24.537848064063816,2.6511850504136296,0,1,46.36405617254293,12.58701993691874,700,1,56.97725683262164,0
1486,34.694233504218225,2.0504112950282263,0,0,72.26191381550166,11.7561171578164,700,0,48.23180307573758,0
1814,12.479412311481177,2.4885286849300803,0,1,124.66987326497025,10.340353886383864,900,2,46.08737123839957,0
1264,18.260925298242487,2.4739817309124765,0,1,32.720058280459085,9.900882324896834,1000,1,55.7768832833853,0
209,20.549438187699007,2.4546584008640773,0,0,69.11379837109843,9.331753118598376,1000,2,55.862096709410565,0
1052,33.56877624343692,2.9135237765595905,0,1,52.997264520507336,10.219295509148017,800,0,54.97882295003117,0
660,28.772327587804067,2.4793728642095147,0,1,47.25037101365693,6.616074701660473,1200,0,48.64477282079608,0
1720,38.70529480569095,3.1491893794517525,0,0,64.01644250923344,12.094630572147517,1200,1,57.10498181264475,1
1353,27.738569143847126,2.360652254706371,1,1,32.736989728294866,10.705254407834344,700,2,66.4364991803826,0
488,32.40068960758808,2.5887931110705082,0,0,26.50107370049288,8.296925621628464,900,1,63.22495276780888,0
1187,26.36994289265902,2.6709924168483354,0,1,56.24583877216405,10.730727484127534,800,0,52.54057367266748,0
502,29.14300123810968,3.286450988550236,0,0,66.89663418954093,8.561039533430419,900,1,49.944103425606585,0
687,6.114756854415624,2.210705725623664,0,1,49.348139981571165,12.996748880593465,600,1,63.689895238662714,0
1337,38.4184875405023,2.4447811698873867,0,1,55.938856658626754,11.315776020866359,800,0,49.58110531435045,0
889,24.17529286856546,2.295666176378794,0,1,48.696239435382275,6.592014274779249,1000,2,59.163365994403144,0
763,29.11371254421647,3.1447641909869963,0,0,39.334375453264954,11.27381256674442,800,0,61.00252471453543,0
1134,37.851222982711526,2.4314200674048827,0,0,45.68052150548849,9.670124449207563,1200,0,63.53449621013402,1
1485,18.952865375316534,2.251196990439325,0,0,71.29782813769285,8.381027362214468,1000,2,59.43086557080255,0
1856,16.036173956888398,2.8375756283566225,0,0,63.99649393303178,9.662696493199094,700,0,41.37482819562048,0
719,30.633245311193967,2.9007335878197633,1,0,66.9946563322767,7.9554394367053405,800,1,61.647573434932916,1
809,21.298693310387986,2.3224393454324974,1,0,63.048309231175104,10.43446238962105,1200,0,52.30495261283873,1
897,31.529166759322383,2.3959085477747517,0,0,104.75897269974024,8.275364081048913,900,1,47.60592471346683,0
1911,17.238917059953977,2.445938557187034,0,0,44.643269748735754,11.019641415552236,700,0,46.13000586877918,0
2227,21.939492431972337,2.0769380815508542,0,0,54.506506715081244,11.158563942641866,800,0,50.33080798501135,0
2172,32.015451901065056,2.723287430219015,0,0,79.68605310955124,9.400693871889269,700,2,55.0797630820898,0
1565,23.728442099635004,2.6661118761061813,1,1,62.06548724418288,8.730373672057087,1200,1,55.605486962927756,1
100,28.00103771034303,2.2824868782589105,0,1,69.06122211788605,9.24367489192122,900,1,42.04461005252169,0
468,12.604847797164902,3.312560065911401,0,0,49.57328335595993,12.211986739814597,900,1,43.45389289861342,0
1198,18.55651856531512,2.075181496461378,0,1,80.9570220909598,12.969837573467702,900,0,44.452653789558894,0
1318,33.74483577640324,3.124140371949783,0,0,46.02711608253836,7.029889041745128,900,0,64.04031957031576,0
1057,28.815550581369845,2.663900487849316,0,0,69.16470954571723,10.822343836031926,800,2,42.76615376044245,0
752,29.6756913370644,1.9379342557292158,0,0,38.602321728374854,7.969864188542368,700,2,51.30345963425093,0
120,32.85818729328199,2.2261775903280796,0,0,63.25437470065606,7.95300501475627,800,1,55.15974333228815,0
1712,12.332183979636925,2.721550528111533,0,0,41.130072604984846,11.281981438789947,1200,0,45.274910963210544,0
1351,19.74190891909262,2.203194630044104,0,0,92.80565621509997,11.124545743828987,1200,2,63.20006255119662,1
1544,12.596073316260021,2.1149478099656194,0,1,48.059964829579044,12.72770064986538,900,0,77.13172867535167,0
1920,33.054093438951185,2.962536518759609,1,0,51.26456786442834,7.812525876566658,700,0,55.06839994695043,0
1700,25.102201634830504,2.1763602931220367,0,0,56.438668067195884,7.744093952988662,1200,0,61.736929169322146,0
979,24.316175033891156,2.507357686228528,0,0,73.10710202898008,10.88762541876621,900,1,64.00972985422679,1
1598,17.726552408807734,2.6745117812931456,0,1,83.54490665658193,13.155536409863773,800,0,59.64067334054835,0
2465,31.523967753369412,2.550334422088333,0,0,33.51293934475638,8.4518282300359,700,0,64.9177837148414,0
1401,35.442352926647615,2.765010451912512,0,1,62.66704283192631,9.35203044900714,600,2,47.16169062401704,0
2108,23.496773347801966,2.0439261091405285,0,0,47.34210709478151,8.403693284490332,1200,2,57.92838237999343,0
910,25.009073445717746,1.6219265013911164,0,0,78.90161705235954,8.496488304372999,800,1,45.97132678706279,0
1399,39.77211136748085,2.6284184036659344,0,1,36.857578916953045,7.180361142104379,1200,2,53.28223305119309,0
2169,30.3285158512707,2.1851992066109833,0,0,79.11667146161767,8.767649831650953,800,0,55.25235742883545,0
1535,17.9395775219808,2.5646649545518216,0,1,66.45352873073938,8.081144493716264,900,1,51.29854969292344,0
681,32.133275276961974,1.9007840898435813,0,0,70.84109301097394,11.250170402496307,1000,0,45.037475927598884,0
304,22.444619599941678,2.1577894188365696,0,1,71.23688836477145,9.877351308342305,900,0,60.98596274262925,0
1625,25.34063594873755,2.46470181988276,0,0,77.84109787539657,12.264104576828355,900,0,65.214038519304,1
1745,17.12244225761645,2.489217665425917,0,0,26.645352088340303,8.450696287475875,800,0,56.65287302178229,0
1839,45.0,2.400051096365776,0,0,53.65325770465661,8.198615632574647,800,0,48.23183097366111,0
907,27.677994816635263,3.168448491425299,0,1,35.496314853376994,7.445967110059543,1200,1,66.88765243580679,0
2062,18.246956043310224,2.627391226718632,0,0,97.0216843301364,10.545725036051547,800,0,61.69981450324651,0
2170,20.362709309715285,1.5,0,1,74.62460803760484,8.298360755234615,800,0,59.44067399676846,0
1034,14.772759779670555,2.6885001831383573,0,0,71.22065594038818,8.944164725351373,600,2,70.54113525140826,0
646,23.11601685533388,2.834245971154498,0,1,40.20488428518356,11.230513533937122,900,0,61.17928118328091,0
807,19.888835998940436,2.7816060297286618,0,0,67.97763611896134,7.511588242278261,1000,0,57.02161576645487,0
793,16.050078368188018,2.7215814023981295,0,0,46.54707697621014,10.78252931986647,800,0,46.01014347495269,0
256,24.28245302361121,2.755503752670391,0,1,50.5977148846225,10.869532148933237,900,2,76.56601426239132,0
688,22.894178650705108,2.3570779758932736,1,0,44.097893950405094,9.0823190137014,1000,2,62.474515837874435,1
728,26.44111874607824,2.746234115144515,0,0,74.1278590336467,7.719678161747539,1000,1,35.43627183987771,0
231,21.42101813465478,1.9792261719345983,1,0,57.344070941186814,8.818585972073027,900,0,51.22807182798594,0
1639,18.36628103187655,2.6221313149394767,0,0,48.472495048991206,9.592436277750904,600,1,52.72912544546996,0
1967,16.50468542792531,2.374025343697142,0,0,49.3094112787341,9.822772109493666,700,2,73.60953709051422,0
1248,28.21072678796738,2.209230016427937,0,0,59.47461140656063,9.656870979567303,900,0,52.623059410415266,0
397,19.7658424404017,2.531447067812715,0,0,65.64143992454599,10.458422748230136,700,2,52.95690870516586,0
530,19.71001978573043,2.46006616780182,1,1,41.318265251648086,9.276459045111658,800,2,57.48082310795749,0
525,20.326893094076766,2.505294669120668,0,1,16.149203175911637,9.114928576215632,900,0,58.67184615093313,0
473,20.043585879786,2.2663882667111968,0,0,37.43128727390558,10.370651298830763,900,1,63.23543660851102,0
2414,24.97948701922318,2.97872668363845,0,0,59.66602773827404,12.2199392862114,1200,0,43.92475094712785,1
895,25.50937504744952,2.7404367349657175,0,0,36.23241921084656,12.098679221086815,700,1,51.176258235711245,0
772,39.03823753772525,2.4290090051625652,0,0,61.516091159185045,10.51042683371175,1000,0,49.60194608061531,1
844,30.50623747642369,1.912694496052461,0,1,68.1365570965835,10.26211565209229,700,2,53.351810523072444,0
514,28.311921570949284,2.8948989411933637,0,1,85.55532727183319,11.58161224338016,900,1,62.65112213073575,0
390,30.492418493683765,2.172976640668014,0,1,59.8357003916702,5.379793126734712,800,2,45.51622693081853,0
1930,15.112497195692908,2.478737404772096,0,0,28.001360580823288,6.561677732247906,700,1,53.384410947155885,0
2341,26.71185324091715,2.098888577488354,0,1,37.054811535137006,9.61985665419851,600,0,50.295489967034314,0
1357,28.723443857836735,2.5041342252729417,0,0,80.25712416297102,8.985789439143517,700,0,45.41353539933435,0
1080,9.297283137284172,2.758006675726024,0,1,21.94196875813376,10.487504960803296,800,2,53.68403308741664,0
1247,13.154308789301044,2.8599998657718935,0,0,87.93340943896382,6.384606280450134,900,1,57.63987273741627,0
815,31.362096182991262,2.8452602954816557,0,0,46.61085573578903,10.62290566860688,700,0,52.29673721529405,0
1960,17.540472858804588,2.6526762137918456,0,1,62.62390978686792,10.328641318763832,1000,0,52.90812309410062,0
2396,23.986252453932472,2.745857619232729,0,0,76.89760052466276,9.116179965840619,900,1,57.45639726691989,0
