id,cat_fullness,vacuum_noise_db,cat_mood,vacuum_distance_m,cat_was_sleeping,other_cat_present,people_in_room,turbo_mode,cat_run
1897,4.358357906653757,70.43622507574607,3.278780440933021,4.882737625057084,0,0,2,1,1
1024,4.557540830023377,40.0,4.04418492306429,1.6689149669963195,1,0,1,0,0
2549,2.28759863518935,70.99745725154959,4.0206579833506995,1.4923404167319338,1,0,1,1,1
294,2.1996189259804635,62.15779682588379,3.1250634182614014,2.1255091745038985,0,0,1,0,1
2775,4.0224800093708,95.0,5.0824122351736225,3.476115673199132,1,0,0,0,1
329,4.504384637805429,58.7806418916047,2.4715813648091416,2.608103413438119,1,0,0,0,0
682,9.868192491906948,80.02070010278234,7.5496349508163325,3.2051611759750487,0,1,1,1,1
385,8.595954769555664,55.47036451969491,0.008160576381899709,3.6391859202291394,0,0,4,0,0
1715,6.03943830090569,66.51916052333232,1.8089669938493982,5.454637818512497,0,0,3,0,0
1856,0.025193710868006036,62.97617895919457,7.907165501933887,0.8011627574496929,0,0,0,1,1
149,1.2431352833095715,66.88458280934414,10.0,3.358723926950191,1,0,4,0,0
1902,9.475294111420407,72.23524332506267,4.730064406896208,3.038655290542487,1,1,1,1,1
929,0.3522117265138691,65.908559455482,7.286331313436139,1.8666889218892073,1,0,0,1,1
2197,4.4510795487186305,65.16886499448206,2.158565385775614,1.242362472175083,0,0,1,0,1
1491,9.079387433914235,64.72777669609223,3.4544330909973686,1.6447761941642391,0,0,0,0,0
625,3.0213263190716897,58.5985718340233,0.0,6.033163426280214,0,0,2,0,0
1704,1.8752390908597576,67.84191340145632,8.11939872394422,4.0879860947199385,0,0,0,0,0
2633,6.751502924386,65.0638743254204,6.272745111129968,4.40699841758012,0,0,1,1,0
1639,0.6981878778951387,62.55461766650543,6.354071934529759,2.091825768192052,1,1,0,0,1
810,4.005043200207648,62.57500105532715,1.2965687940375137,3.401310429189831,1,0,1,0,0
230,1.6893214070723004,47.43869597795596,10.0,2.326683569579423,0,0,3,0,0
1290,8.91377752237992,67.03647854171375,5.180500499960408,2.337216326560696,0,0,0,0,0
130,2.194927177665352,60.322282362130785,4.337229569930152,4.002626527929014,0,1,0,0,1
1358,3.906944990337118,60.07592031985869,8.491981714252173,2.328200382335309,0,0,0,0,0
2585,4.5281700706081525,76.93220561749182,9.213059042304488,3.2369000232520433,1,0,1,0,0
283,4.855504453128884,70.45304405857236,9.221576704189605,4.956770545673327,0,0,3,0,0
1927,6.8036475529745,52.793307906780306,6.347587599734217,3.4843638456070845,0,0,2,0,0
2318,2.5983112017654877,91.81263495437219,7.329045502008435,0.2,1,0,1,1,1
1665,9.990991090863718,56.6454553810412,7.504303431514087,4.328528480479099,1,0,1,0,0
2925,4.525775436461298,75.7826633617114,6.512866772271045,1.5642707582877753,1,1,1,0,1
1968,7.170992644225747,59.8344999984565,3.9990885972702914,2.50115522778246,1,0,0,0,0
2966,7.795986180015461,81.91887460730034,8.72416203059234,1.8027814428203475,0,0,2,0,1
559,5.780406222804054,54.33443224122898,6.273747813902367,1.7604852347566378,0,1,1,0,0
215,3.781422895727192,77.03309390365524,6.619462647117202,3.699493158255625,0,0,1,0,1
612,2.5301593375031066,47.91518677521128,8.56539070193053,2.130839871627451,1,0,1,1,0
1587,8.89847884016147,76.3131896147033,9.373631537288382,5.25240280894679,0,0,2,0,0
1371,5.69643136593076,74.94945285279263,7.986792580766609,2.1151780026692917,1,1,1,1,1
1297,6.156396034216286,57.06299729231821,6.198369710129298,2.0107534557400957,1,1,2,0,0
2280,0.39811396319413106,79.82296865972327,3.385771247776108,0.7112145259009921,0,0,2,0,1
1896,2.569653210374481,46.387767051823346,4.805080698659763,3.9219660721227334,0,0,3,0,0
1110,2.5143198945786374,82.84877947623035,5.109067358583952,3.8381565521066374,1,0,0,0,1
1986,2.4083708751356583,67.38057392751728,7.833294661500832,3.5849399162966216,0,1,1,1,1
2492,0.7612193100197997,74.19146543271479,3.7972110419988976,2.6888576449547843,1,0,2,0,1
796,4.146190137544595,76.94841663079909,3.9052960136583454,0.510604742510393,0,1,0,0,1
2943,3.5455519325049627,61.479162907232315,2.4465556418125134,0.2,0,1,0,0,1
138,3.254554654162576,88.96077070030144,7.230015434470875,3.806150781341006,0,0,2,0,1
1131,4.275807618599955,61.84311890652376,7.722656197538209,1.8502193295316944,0,0,0,0,0
731,10.0,65.69929197122536,6.67791574209194,4.052026257517239,0,0,1,0,0
1816,5.870403495269084,72.97224409087917,5.1552303797793915,5.821314460511774,1,1,2,0,0
1030,5.6632971403046435,79.25161271265345,5.781764637801257,1.1635448849366075,1,0,1,0,1
641,6.229528934798804,73.39036078033865,7.681906920416557,5.497164088122407,0,0,0,0,0
1926,5.962854261693335,58.002619132367705,6.512999044884855,4.793976267572654,1,1,0,0,0
2277,1.7542326540570237,87.63426990267298,7.59270525072249,2.293689180426359,0,0,1,0,1
211,8.136222845973403,49.08328738712523,7.489777616905808,2.907726480593044,0,0,2,0,0
1679,3.8172451844498205,61.632794637943235,5.195253965535825,1.3569094661759449,0,0,1,1,1
2450,0.0,58.57895415947946,2.563765063397424,2.700495301240715,1,0,2,1,1
540,5.888591006099034,44.76238218519077,4.319957678584657,3.265574021264869,0,0,1,0,0
1817,4.7107174102631575,76.19166611589344,1.3221993429389922,2.7790675296981635,0,0,1,0,1
2875,5.785549863768633,40.0,6.008539710021281,4.665844110439152,0,0,3,0,0
2260,7.033716682667644,40.0,4.897668093642759,3.7847991709046256,0,0,1,1,0
713,5.219663631400983,64.85498419054079,8.386274889052537,3.1209116634307823,0,1,3,0,0
888,7.448778843761575,40.0,3.8870861821827014,2.6068436658830563,0,0,1,0,0
2931,7.294701665804783,75.43610908033389,5.495128420986215,1.9618707650574458,0,0,0,1,1
2824,8.491083069878055,65.11007897818556,5.554181108010033,0.2,0,0,2,0,1
128,8.566065954828112,57.32298160700303,7.071241197483097,1.9107833959704605,0,0,1,0,0
2357,1.1583602672378857,68.88788307526573,2.0688114655163994,2.913645356391894,0,0,1,0,1
290,4.630560784719125,61.97627146151738,5.415150105804024,2.674284580385529,0,0,3,0,0
1321,1.848855375803712,58.270950030947056,6.95194233661101,3.1502143686901145,0,1,0,0,1
1207,10.0,54.445884456092685,8.080187970729328,4.33155938517587,0,0,3,1,0
2983,5.854028195895196,68.11145169841889,5.786173995129821,4.056617502834148,0,1,1,0,0
52,5.916593026269247,47.514130161732,4.361922202654143,1.6446983301355917,0,0,4,0,0
189,6.588535277260106,84.81113518677499,7.175674764661213,0.9569237537210218,1,0,2,0,1
1864,10.0,68.47862571102081,3.4139704907715513,1.694439488563378,1,1,1,0,0
1808,5.570074798044815,65.47632231917075,6.631754927017147,2.147336874423379,1,1,1,0,0
1536,5.3823665145172175,73.99067512641025,6.735609611646417,1.6281674298091169,1,1,2,0,0
2871,4.810069241466622,56.869861451698796,6.02334179469117,6.671704130389362,1,0,1,0,0
1048,9.63994154995183,53.53249799118323,3.5758559665808662,2.7344796208853444,0,0,3,0,0
2988,6.0683134772924205,67.66379333211525,6.669248001272744,3.2714399361316975,1,0,0,0,0
2725,9.18527461196236,60.55147538632274,5.8195111585082335,3.2929231477345566,0,1,1,0,0
639,1.3954091231092107,71.29408850343303,4.811218754030537,0.9809080082325181,0,0,0,0,1
1434,9.153388654459512,67.84338333855139,9.981784334456943,5.861922740020322,1,1,1,0,0
398,5.559436153174239,71.3607764672176,6.387007724936648,0.21263600683119677,0,0,2,0,1
167,4.8860131907370015,69.61941159327036,7.1447523262697725,2.0705355254789826,0,1,4,1,1
71,2.7266582980551144,51.40055343195823,10.0,3.3116258964211855,0,1,2,0,0
204,4.364255420267254,40.39793478762773,3.476793676876557,3.643448086690798,1,0,0,0,0
700,6.157107457905692,78.35559069992317,7.3235391080693795,2.9242888908278672,0,1,0,0,1
2514,9.234217419438263,66.48488017293668,1.0119209322081888,2.3890399915222735,0,0,3,0,0
911,4.47113612103651,69.7643996001859,7.867808095574439,6.633671851625244,1,0,0,1,0
1535,0.6168970484302374,53.48686696229758,5.353021126031084,3.5495054534010917,0,0,0,1,1
1012,8.485487061712021,58.99106307491701,0.6682924258178815,4.030430501656225,0,1,2,1,1
2696,10.0,70.94327535282318,4.32351837021916,3.3730833904785293,0,1,0,0,0
915,8.495609475382699,78.89009309625361,5.958253467284255,2.633836922216848,0,0,1,0,1
2209,4.5266877087070725,59.789594800893376,10.0,0.9961240359128491,0,0,0,0,1
2751,5.983066114735466,60.27635034443547,4.54587663991942,3.487022479843275,1,1,1,0,0
1175,7.061032874337146,45.79752981147827,7.511350997830898,2.2336843675062785,0,0,1,0,0
740,3.6143621985892365,77.02094477181808,9.165521945236426,0.618760764403048,0,0,2,1,1
2131,8.569130007948814,93.05414143006598,7.019472514894764,3.01789429979485,0,0,2,0,1
301,3.522230128134266,46.593663141006346,6.016050596310881,6.092698729097412,0,0,0,0,0
1259,4.855962944744815,59.213210255564945,7.124412898419494,2.4458169932643776,0,0,2,0,0
1189,4.097505136016475,63.30814523066698,8.000171632366785,6.182512477598911,1,0,2,0,0
1277,3.6379063534249245,84.44084370963262,1.9129157509310835,2.6407520466198804,1,1,3,0,1
1021,1.7094959417281994,68.79257444773144,10.0,3.5427194169074743,0,1,0,0,1
2657,7.509803601339757,53.5935655137711,8.592358525627377,2.501606765569389,0,0,0,0,0
2644,4.514015432036472,82.36470435237322,6.019561985623657,4.694371281341189,1,0,2,1,1
125,4.199107354749535,69.28245270979411,7.597906664724544,3.8349249985163314,1,1,0,0,0
664,4.346696936099795,64.02094676377855,4.819950966794961,2.746736122195551,1,0,2,1,1
2714,7.292900364594553,63.303167950095464,2.450706542058924,0.7374399190022296,1,0,1,0,1
764,0.0,69.08949689602527,5.84606280987376,2.9024314909217863,0,1,2,0,1
2940,5.996675987047455,84.71192352123481,8.184845635465013,0.2405175152963035,0,0,0,0,1
525,2.3113203554901247,59.689571457293795,10.0,5.352309670595748,1,0,1,0,0
2729,2.1592230318293426,49.82683566587343,10.0,0.996814724460191,0,0,5,0,0
956,5.344377590709683,59.191638421127884,6.0329841399536015,1.8601981119826274,0,1,0,0,0
2063,5.827219438720198,69.5562509673678,10.0,2.672649833179239,0,0,2,0,0
1894,2.116172042130003,61.803037591097876,9.34969946611044,1.717747624600825,0,1,1,1,1
2222,4.348472016007695,66.0319217689715,2.992099235348128,5.030753320189661,0,1,2,1,1
2484,4.270578639236916,63.7964279906791,6.300316914778106,4.211230851034423,0,1,2,1,1
1891,8.228336800154075,55.601841659417985,4.529456620760127,0.7991370097698498,0,0,2,0,0
724,2.153036485420022,53.92536269725679,5.1567824803951074,2.84883312608102,1,0,0,0,0
1741,9.606957742591312,82.72872397969603,1.08383382276363,2.8320647486525297,0,0,2,0,1
258,2.525508269727222,63.394124425807505,2.7472889109852967,1.6851527637252046,1,0,0,0,1
2366,2.3101022454035656,78.43276594398057,7.9965981526215995,2.174976632441167,0,0,0,0,1
2948,7.459672313987041,73.7123483964697,8.878979265809116,4.573355572757373,0,1,0,0,0
2495,5.868081873848196,91.52769052871888,7.737856068794911,3.52862906851506,0,0,3,0,1
409,0.7388184303383323,49.44233206310287,4.348532837057778,2.9394864201989814,0,1,4,0,0
1298,7.545203168611389,51.110424413198935,8.033243384800517,5.516354174813117,0,0,2,0,0
206,6.771114632166415,54.88123675648555,7.301856539899108,3.7195357958962956,0,0,1,1,1
1988,6.085063146016578,55.32461815178379,5.178243437160063,2.2581346767575887,1,1,1,1,0
2431,0.7624987981541036,77.33097284664586,5.41527951974009,3.473013026679867,0,0,2,0,1
1839,8.293183433140896,54.19169379544788,5.914873251343073,3.605382105421654,1,0,1,1,0
1433,5.289474447673498,45.374441018505706,5.692134276751971,3.5669439390511104,1,1,2,0,0
1376,6.789015501782394,71.67290328587781,5.596502313508614,0.7293575600400368,1,1,3,0,1
410,0.0,47.21377523068615,4.823568784972701,0.2,1,1,0,0,1
191,5.2486716842588494,62.84576944060879,7.023141871532155,1.767247055388669,0,0,3,0,0
2400,0.0,59.647167458493996,5.463197828497841,2.5318570199305626,0,0,1,0,1
906,1.4731849750679675,62.29482260926281,5.413508725722427,0.6076871039766001,0,1,1,0,1
1547,6.757614970632512,55.36111889657954,6.759329577098518,4.864245575802361,1,0,2,0,0
2410,3.6540933414309085,54.187591648940575,6.926602243175512,4.165824804684189,0,0,3,0,0
2087,6.451263133295147,59.38428424010849,6.06641902839387,1.899076812579101,0,1,1,1,1
42,4.567124890687897,57.01388351253567,6.148064735711385,1.6652940159773848,0,0,0,0,0
2749,6.435930993985353,73.99718664389748,6.155715521226531,2.80526974249117,0,0,3,0,0
1203,6.431161008254617,63.771239520666846,5.836733169586298,6.180121156576184,0,0,3,0,0
2472,6.425968618636366,68.93295763942339,1.854870707912009,3.710507836225202,0,1,1,0,1
2822,3.672719579205591,73.11174626968308,7.102689200427905,3.2193555854482616,0,0,1,0,1
780,4.156522617782121,64.38563465820084,7.620112603702583,3.5626622456312864,0,0,2,0,0
1733,0.0,47.696255172319844,4.870610192317947,0.2,0,0,0,1,1
2676,4.162872897309703,83.78935437443906,2.7659021934002754,0.5312982418664793,1,0,2,0,1
2067,8.210731181111367,64.61195457565742,4.41971176765076,4.336364722394187,0,0,1,0,0
1967,8.743225615584164,63.93663265696199,8.220127339533175,1.3361442995954889,0,0,0,1,1
2619,5.594117480722198,84.88851344278996,7.191365773096665,3.7090246383579197,0,0,0,0,1
1419,0.0,65.33626624431052,4.658842139703162,5.037276220657469,1,1,0,0,0
2587,1.9168843889103568,81.92194394362323,4.970401229379663,4.174704802908675,0,0,1,0,1
1026,2.997239897461471,40.0,6.018046141812941,2.0342639790412465,1,1,2,0,0
2054,1.8919939552591964,69.3974137588586,6.703809012732317,3.046767672996943,0,0,0,0,1
185,5.863999266421434,83.42907190395191,3.946133901266412,0.9480865839272057,1,0,0,0,1
140,7.3522536397508125,69.97291319931196,4.559061881123901,2.7161314551474125,0,1,2,0,1
2194,6.761042015463117,67.0760856758267,7.16919594326777,5.118911850954348,1,0,1,0,0
686,6.76388283923933,74.48962065414787,4.618741607821705,1.180921801436115,0,0,1,0,1
2143,0.7601792463064871,69.73085179330437,6.457655892430712,4.6184829602135675,0,1,1,0,1
1804,8.186906003404953,66.1082484590535,2.7197261728546973,2.307097216099455,1,0,1,1,1
1108,2.6176281777622696,80.64278081369704,7.260771254616511,5.203145616981873,1,0,0,0,0
2226,4.355024689431982,66.81105832167795,5.678968542921733,3.0733872370202344,0,0,2,0,0
1499,7.694515473969973,50.82225118485416,4.322500965059099,2.249677711865606,1,1,0,0,0
94,1.343542710515357,44.751986792503644,6.988633158241395,5.7393140203602,0,1,2,0,0
1111,2.6497193358777116,61.739907395752496,1.9187023949939341,3.837772772411344,0,0,1,0,1
361,0.0,69.60072637224194,6.873818169024284,0.2,0,0,1,1,1
1239,2.52793072430614,83.62256144146986,4.067013855903086,3.9611777013789626,0,0,1,0,1
2758,7.517856076980994,74.001779158788,8.812633724219038,3.482687053572742,1,0,1,0,0
514,5.6778280822671565,74.48967346028097,3.936774559406665,3.535134435462537,0,1,1,0,1
1060,6.864807132556347,63.15577874765579,4.43226016572649,3.367408840566702,0,0,1,0,0
2267,2.9668707279618136,62.428700689346414,4.926956369319908,0.2,0,0,1,0,1
1115,7.323160360770294,65.94786459608012,7.300280581056991,2.086864614532011,1,1,0,1,1
2576,4.8140065718928815,55.21008022418681,6.769664586827449,3.607860136959647,0,0,0,0,0
25,5.467475208920623,60.774397394141246,2.7870447688628115,3.019855009202505,0,0,0,1,1
945,5.587678504902756,60.731620213147586,9.770192961360237,2.924118897849855,0,1,0,0,0
935,0.4981846495362987,72.07456263242723,2.9917016765738067,3.3129743728100536,1,0,2,1,1
223,2.8041949523652105,51.9873431331996,10.0,0.23381932324871268,1,0,1,0,0
383,4.442421893527422,49.98023343072633,4.571634855330356,1.996635989994871,0,0,1,0,0
1791,1.9222146885817715,64.90514581552117,4.9121297968676725,0.2,1,0,1,0,1
528,5.887673843567736,68.09874587987234,6.3176816560737725,0.6894684362273842,1,0,2,0,0
234,2.6432225561510645,56.250993947076694,8.83190576526663,2.2729038576765093,0,1,2,0,0
1688,5.587118382568151,63.30325397427438,8.715592262082097,2.7074934335183714,0,1,1,0,0
1687,6.357236354143964,67.9753707302225,5.68413247218114,0.7493693966692372,0,0,1,0,1
467,7.030718794693456,88.2467739491542,8.210140877350753,0.2,0,0,0,0,1
2075,3.7385893758719284,49.56643955949451,6.7838489540141715,3.05856762834684,1,1,1,0,0
2308,4.387294399144561,80.49234866220962,6.156333532084426,5.026486408167703,1,0,1,1,1
2513,10.0,74.65856679034854,4.185619096044927,2.0700695041607236,1,0,2,0,0
1052,3.917902324468581,66.3157730548881,7.987120512288378,3.59865480794738,1,0,1,1,1
2528,0.1414907206143612,77.98822315750083,6.04197040935429,2.6584835562212583,1,0,1,0,1
2195,3.478189283572897,42.724261194626514,4.094774541708081,4.405449812871512,0,1,0,0,0
579,0.6818951734435821,69.36145205406888,5.267961252534217,0.9936844600606589,1,0,0,0,1
2582,7.310352176039158,63.95648029272775,3.7870026274901267,5.25317272199192,0,0,0,0,0
1078,1.0114530105455448,57.96097897914919,7.0009860001143105,2.4065346688109983,0,0,0,0,1
2013,0.692988115114284,64.87764661249945,5.8463314720292825,5.511647523592943,0,0,1,0,1
2666,4.971454443549583,60.20541270093886,6.252145249760951,3.476392336247515,1,0,0,1,1
1495,6.898184308833676,51.75213637554006,8.981680583539157,0.9404240106470372,0,1,3,0,0
2319,1.63272038690815,61.755236694854695,8.825099865723676,3.3800968758318013,0,1,1,0,1
2967,1.547030273789086,56.8206253696348,6.254128122303271,2.8725152985948768,0,0,0,0,1
2756,1.3337240367207484,72.66511258011172,9.621005181589034,1.7282526784172427,0,0,1,1,1
1590,3.6313464436603677,48.362692960757684,7.145703033225372,4.272774158082756,1,0,2,0,0
2574,5.054920018794139,64.12138011219415,4.5112942838924965,4.687193947756857,0,0,0,0,0
572,3.541208853915788,68.14442974489258,5.287422718623535,3.544894618871296,1,1,2,1,1
2509,9.028977957291882,61.31447512297058,9.460264616264809,3.6385718918773615,1,0,1,0,0
2748,5.742538567415293,62.998691191976164,2.822136558602318,1.8959881497153424,0,0,2,0,0
95,3.4167326662720363,47.63465033092295,7.721286495287103,1.2993434618704074,0,0,1,0,0
1592,4.760264767680494,62.9139475988646,4.630941035282485,3.3601072689631204,0,0,1,0,1
2202,2.201825078932913,66.08960028332058,2.553504030778296,1.5964002012234726,0,0,2,0,1
322,3.3536771283213875,79.05496512160784,5.841797677708029,3.2482731930251436,0,0,2,0,1
2408,4.579908062138692,40.0,2.569619879700052,1.3721470632867856,1,0,0,0,0
2745,1.9387797317335669,78.9211141597226,8.341484497138598,4.302708482251793,1,0,1,1,1
2291,10.0,78.69776921723862,6.780933217300189,1.6538689188428508,0,0,1,0,0
1479,2.7300653028013513,85.47023216653477,8.983503316106452,3.583958086656615,0,0,0,0,1
9,4.708563214990366,54.76347286911704,9.978154924500505,4.109446807479843,1,0,1,0,0
2977,2.626277545225843,63.49946700968139,5.817412025513768,2.15323925157947,1,0,2,1,1
449,3.416305018022456,69.60052535818964,6.271747250037673,2.943367448327204,0,0,0,1,1
577,6.58496096983663,79.97539982071318,3.3566653913083373,3.2790792654782828,1,1,0,0,1
1852,2.7465323938968362,61.407945106979334,4.999283424546215,6.0556918454397195,0,0,1,0,0
1950,5.620072101439238,65.67693880603485,5.332323654042278,4.694955591161335,0,1,1,1,1
2957,5.381496683855099,66.36559478408356,4.862606880440146,4.17081166424475,0,0,0,0,0
1250,4.972622019582114,76.60759083011327,3.0412794728278456,2.5984337594287883,0,0,1,1,1
1975,5.317580459513423,74.23828271666426,0.9796304854994631,2.069702318169126,1,0,1,0,1
2947,3.8640311463819907,70.06960909084673,1.894661875917616,1.667123062864556,1,0,2,0,1
2728,3.6883538994167155,87.09506737312284,5.013312737152658,4.721066522699714,0,1,0,1,1
399,6.641946677363901,56.54392084556141,4.822224976383253,2.258490074725959,1,0,3,0,0
2960,0.5929101282859399,49.770924621682255,3.880245485562991,2.386124540084726,0,0,1,0,0
997,3.108282825280339,66.45413539159354,7.611912423932472,2.6314188395067015,1,1,1,1,1
1811,3.640395061931744,41.313993561692435,6.09050492665657,2.419974536267576,1,1,1,0,0
1228,4.34251928066675,71.714484447394,5.8667491427877465,1.9974379750506992,0,0,1,1,1
113,6.485930125122298,47.64730574733855,10.0,4.169294131157176,1,0,1,0,0
677,2.874311853748193,70.04226318469925,7.65929685921355,3.9162615467050337,0,0,1,0,1
2297,2.4885231106031718,55.99997916501786,6.262894711306513,2.93687092254542,0,0,0,0,1
835,0.0,54.267847447069656,1.2916789969329407,3.422712823025328,0,0,0,1,1
1133,4.810058689692231,81.58049112053357,3.5302488658254783,2.8930258993110978,0,0,2,0,1
2456,3.9849755298458724,76.95126421786709,6.353593298047878,0.21596896516981534,0,0,1,0,1
480,1.608300629730957,67.6769569115033,10.0,2.251593675057081,0,1,0,1,1
1503,5.631883181754823,68.9634793473991,4.420032320502058,4.195415535042323,1,1,0,0,0
806,0.3014396872385685,63.413256121625935,10.0,1.7523582386057854,1,0,2,1,1
2893,3.4048076111339984,57.04191499235882,4.739657967406741,4.780337016898621,1,1,0,0,0
1632,5.904457791002114,66.7512595297373,5.571613385304668,1.655332265813592,0,0,0,1,1
1059,8.432558850419413,70.3367218183428,7.740925179305219,2.8523738870133295,0,0,0,0,0
2936,0.0,43.796457222439344,7.154394512308029,1.3176509080835115,0,1,2,0,0
152,7.191969817436354,44.90380466354772,4.557792583809246,3.627748611825577,0,0,1,0,0
1873,3.3713274204468666,50.66761423130649,5.101983270869638,1.2014844112274825,1,0,2,0,0
985,2.5125690915014998,72.58377780513675,10.0,2.066988714147468,0,0,3,0,1
2036,1.9741046522774854,59.44933140410504,4.269506533700099,4.0695713478068,0,0,1,1,1
1921,5.306283059224053,77.32286895584744,7.741445418690814,4.241907401170811,1,0,1,0,0
1046,5.600467265265578,58.54804907716373,2.798206408204053,2.752098044966345,1,0,3,0,0
1930,5.195741383939564,44.37006639348744,10.0,4.025443094219582,0,1,0,0,0
1611,4.80826993207654,61.9715105001862,3.499489500035561,5.986480319832959,0,0,1,0,0
1323,2.327377579440812,46.245387855921805,10.0,3.174702622577133,0,1,1,1,0
2353,4.435197872102135,67.37067539033004,7.359218477582544,1.7595512346795887,0,0,2,0,0
1437,9.425168141692833,40.0,4.123004316769877,4.227105139911729,0,1,4,0,0
2731,5.15553466598011,49.37678515803795,4.952558741707774,3.0484732067813622,1,0,0,1,0
621,8.36779455426371,65.38529208765122,7.471425039094285,2.0586341381834563,0,0,1,1,1
2656,10.0,68.21795337146379,8.986731162642577,0.2,1,0,0,0,0
1375,7.44787147804598,69.37441386839915,7.2085182899331475,0.2,0,0,1,0,1
690,10.0,68.7689266864376,5.7566732261537235,4.077521830341244,0,1,0,0,0
2006,6.1636383706797115,63.86966509579,1.138523440241097,0.5227110071409635,1,0,1,0,1
1257,8.513910896349241,64.53754085787905,10.0,4.676361295399734,1,0,4,0,0
851,0.7559021143720255,59.12299780518549,6.401512473448605,1.8869798626653895,1,0,1,0,0
2963,1.8533062811064598,56.16472260153998,6.174223447652726,2.8989860207862703,0,1,2,1,1
887,4.655753774929313,59.823926741125874,2.6966290366845738,2.3795921358833727,0,1,0,0,0
558,6.485821998756487,50.066338548787094,1.430226953206966,3.871798217991379,0,0,2,0,0
1560,3.987721843183391,60.29552244955122,7.468766475598069,3.966222505727974,0,0,2,0,0
1047,3.9691030712229622,71.51113355950352,9.05672870642723,2.1507160877099993,1,0,2,0,0
307,9.091659723062172,80.6005351363875,7.534199948386135,4.056022611482481,1,1,1,0,0
2888,4.064821961134667,60.23366828099511,2.4401693284748545,4.345791627049592,0,1,1,1,1
66,4.070637308604177,60.81529913301875,6.25818590552286,3.38473796766531,0,0,2,0,0
1153,7.440118068419977,58.262203678605395,5.824790497430859,1.7417158357312235,0,0,1,1,1
2464,2.105085025736999,56.566940482145554,3.6744248217635542,1.537145532371048,0,0,2,0,0
2744,3.6533135993500068,77.23413101197555,3.881629714130463,3.7810813480526084,0,1,1,0,1
450,3.7008013822190686,63.42634963755986,8.243476563312448,0.6280338277335109,0,1,2,0,1
2382,4.620963191406319,46.60562145976751,0.0,1.9971182138287653,0,0,1,0,0
266,4.998411459482405,66.86515193202159,6.6418967000947955,0.2,1,0,2,1,1
1061,8.253060124003552,82.4486021774895,10.0,4.59526339267729,0,0,3,0,0
1768,8.992801274994436,53.98695755098983,3.4552136358616417,0.7528344875279296,0,0,2,1,1
1247,3.3604849930879146,43.30763768270081,5.74410066502561,3.7512197003191665,1,0,2,0,0
1304,9.686413095358489,61.98676894355705,7.324726373999786,3.015370026025347,0,0,0,0,0
2774,2.2334482558697433,59.8692276248945,7.411460283291478,6.807724844141928,1,1,1,0,0
2996,10.0,50.47936580373159,7.714743399608508,3.3358390606020865,0,1,0,1,0
1935,3.8473314498590616,84.25074925622016,1.3246134586456133,1.997594992042053,0,0,1,0,1
2048,5.775888970693007,66.227079915769,5.547909703150962,2.9955005347941905,1,1,0,1,1
1722,1.8804676988428186,57.04758309973683,7.336219887068958,2.9237300743360777,1,0,1,0,0
1193,3.9050189398438677,74.00146174564334,7.707366982845814,1.495023914457473,1,0,2,0,0
2787,7.590944003793813,64.32270683735472,4.987497114007487,1.6318822347153092,0,0,0,0,0
