id,meatballs_count,assembly_skill_level,shopper_weight_kg,chair_model_max_load_kg,seat_pressure_index,soda_ml,backpack_weight_kg,time_spent_minutes,previous_chairs_broken,stress_level,broke_chair
482,3,5,81.37280267259813,120,0.6907196653926946,756.3937215456615,6.924255445259744,62.62977120845514,0,10,0
431,4,1,87.12045632694803,100,1.0752596472526672,222.28777384172753,8.210411154302513,33.07954473415863,2,7,1
486,6,2,68.3077640491187,100,0.615441386945883,124.1246093872206,6.198725672312603,32.547154556288994,0,7,0
1531,5,8,84.64087355235418,100,0.992206151004811,263.31848956196546,4.870399981266266,57.03804005772044,1,6,1
1908,4,1,72.95245237251909,120,0.6090173328636939,610.480979337284,2.4610157524097698,78.46420176097075,0,10,0
2906,1,9,97.13883834185172,140,0.6874143876748454,587.5740267739227,4.157836227734142,43.15571549658377,0,6,0
827,4,2,78.23583716862319,140,0.6082476972511119,432.472004139766,4.693029931766541,43.04428038910886,1,4,0
38,5,5,67.6327817646314,120,0.5657517194017905,307.4169520652537,1.4954465416854945,71.27627306660615,0,10,0
1003,3,7,89.50865566600613,80,1.2994599859392735,279.226605953501,10.716494999243272,94.9272856927571,1,4,1
2129,4,3,96.02693100866448,140,0.7226152168208293,479.749290966921,4.244163509275233,109.97364267930999,0,10,0
2196,5,10,77.29539465725699,80,0.9317728327575843,436.3363479895812,4.2138838404923105,60.802706365544104,0,2,0
1537,2,3,54.68978458379972,140,0.37694350301198887,369.60626758759275,4.902143625453185,60.77583158082251,0,4,0
1897,6,3,86.79528134468258,80,1.1681332537338653,505.892095849964,7.765475250114168,52.79790194950573,1,1,1
228,2,4,67.2013497416177,120,0.5055514111141438,307.5472848775709,5.846755863583865,66.74083977266469,1,3,0
1228,4,7,88.3931055592425,80,1.045710094315191,533.7349355323761,1.9948759501013984,41.183298859500184,0,6,1
828,3,1,98.21284743392752,120,0.7774673202892683,14.845670501199379,4.705869127509608,53.4137399534732,1,2,0
1359,7,9,76.19055982928329,140,0.5189896290818834,585.5886908772017,9.86407754623374,42.31975746971321,1,1,0
1901,4,7,96.06956808394423,120,0.7086724757057445,412.87588003159493,4.211768726252014,101.5212152888829,0,6,0
1629,3,5,96.16765033617773,80,1.2391754401442092,636.0989552577897,0.8999875120329119,99.58531367156527,1,10,1
2176,0,1,87.21542997145482,140,0.6519327802368984,0.0,10.346889490187513,80.75250163284271,0,2,0
1701,4,1,72.59897989425983,120,0.8017148995028645,70.70401415229057,2.530443374232549,78.47034443715833,0,4,0
294,4,2,76.44724603235474,120,0.6889119516352127,115.71688863087769,2.2510183490077975,65.08109904608,0,7,0
1977,1,10,83.25909737342936,140,0.5811854775575902,527.1462377629857,5.6849854234082065,26.521157492267342,1,2,0
241,1,9,78.58606168621165,100,0.8005188242844756,122.57280188870118,1.4419206560955402,107.9194085393453,0,8,0
522,7,4,100.03676504480349,80,1.2931282508838196,577.3895166866856,3.0631954161800414,58.37431358814396,1,6,1
998,2,2,81.96146281867317,100,0.7488534700204472,0.0,2.0511888712155075,42.686786741073995,0,9,0
533,3,3,86.78500925964708,100,0.9087626712401351,182.46946059478284,5.0557923124559725,32.86446322285324,1,1,0
2682,4,9,94.93452209176749,140,0.6274632859416142,99.76991602580719,2.860792156451101,24.840917065654473,0,6,0
553,4,9,110.52609954096602,100,1.0937300074317085,251.25662062737376,0.0,147.57412571073806,0,5,1
2992,3,5,79.11436674042417,100,0.7256075356133606,858.5272191953743,4.7290526840445795,68.68556675466088,0,9,0
509,2,4,86.97620314250459,120,0.7730528087041287,441.39086127538974,0.8901313025061985,73.57682257571797,1,9,0
641,9,6,90.48795097542332,120,0.9297985204028019,199.196210915089,8.994328176244814,99.78715311733018,0,4,0
2195,3,1,52.15532649328314,120,0.5285286722526562,501.280880352587,6.8108996257430245,87.64260366121488,0,8,0
756,6,3,66.18724403286309,120,0.5748722946686358,264.63605489972196,3.4035051910633847,135.36938849020316,0,2,0
2716,1,6,81.72400867371519,120,0.8326797510320489,620.897753616297,3.976267029625821,125.31967263112944,0,1,0
1187,1,5,85.48045613095651,140,0.6278563788814876,636.6926672659997,2.897213601519442,94.58162392651587,0,2,0
2559,1,10,102.35186513444859,120,0.8053985469913592,392.76174631494484,0.0,55.907206602597995,0,5,0
394,2,3,90.52930439331905,80,1.2571663280692433,575.0980474884119,5.751359635878845,157.83035241839264,1,7,1
402,5,2,92.30792713126128,100,0.9325938261659665,389.0308651828022,1.8608587549260585,126.19014513928917,0,4,0
273,2,3,111.39752463395892,140,0.8527324985204805,438.8846755143701,2.8684213756327868,124.7764622992207,0,4,0
2650,3,9,64.13919883005082,80,0.8303427002213141,604.0352411616416,5.180247415541569,70.76319477317138,0,8,0
1043,4,8,81.52888831058986,120,0.6400151018447093,226.93823907444067,0.0,132.74295845155308,0,3,0
2911,7,9,108.31885957294199,120,0.9559095100899396,297.2904982779262,4.610093574087132,32.20746805112187,0,5,0
832,8,4,63.08328852662429,120,0.47465554700254786,117.15652513200004,3.466522824133931,86.18400769988003,0,6,0
1304,3,6,76.23346117944631,100,0.8204388903463115,115.15223622458771,4.030740052050694,131.57615003281413,1,3,0
254,4,10,76.32083231086835,80,1.0146811250467855,0.0,2.8888881710166787,62.46512304467398,0,4,1
2127,4,10,72.14340832188147,80,0.8842730357093209,320.3852886028067,8.119524753665944,64.92628650295867,1,8,0
1362,3,8,54.001863451865255,140,0.39096134736952093,216.63865924646018,2.8908977643736753,5.0,0,1,0
368,10,1,83.0345928774679,100,0.8866967485886579,236.48864514902166,4.909305654850991,55.81932013362232,0,6,0
658,1,5,98.187782552474,120,0.7392101375312301,273.80093372013323,1.279189044712298,102.40246247937168,0,8,0
1995,3,1,85.88016406048635,100,0.9826135708567475,448.65772203381835,7.232435628159049,114.96450815940176,0,7,1
1778,3,6,63.178534309741174,100,0.668824868203672,122.9113655240987,3.7856637908571837,47.13973606608543,0,2,0
1831,2,9,80.86115107157237,120,0.5866625527193792,589.8936703780581,0.0,72.67225131756071,0,3,0
1582,3,5,88.25303744039661,100,0.9196311834304753,100.3828302069501,4.446184527760819,132.27420683838184,2,3,0
2931,4,2,93.04513635041737,100,0.926002313197607,476.6355732107374,1.9237415301148917,25.727518370108392,0,3,0
814,4,2,70.57900874411939,120,0.5943402877370122,364.2219206297643,7.446227049468228,68.00558350111811,1,5,0
2050,5,5,91.5030093999359,80,1.1937322305919098,0.0,5.257601824871816,88.38234304666192,0,1,1
1503,3,3,84.95434918424888,100,0.9919391647787734,136.55083502406399,6.390831070084646,76.31568108902836,0,4,1
1181,5,4,92.82028595203343,140,0.6983671278667394,52.618905897107936,4.2376451434124185,69.51460705447482,1,2,0
2694,3,3,100.9870457254413,100,1.0368318459260555,188.86109705653075,5.976731753442617,63.41120772257683,0,6,1
1079,2,8,101.5295023496816,120,0.9262604894220183,394.9491737839014,2.4700684709972314,51.52335350506335,0,1,0
858,5,6,50.945496009418775,100,0.4451933135769293,545.3738175126963,2.775480472033138,80.38109822324842,0,7,0
2420,2,7,52.08209473241666,100,0.589330930347117,475.60304000087854,6.82886726832899,52.21997706533969,0,8,0
387,5,9,87.86281764219156,120,0.8524987875412775,237.57704356913166,2.4981455620340407,5.0,0,3,0
170,4,7,70.17818456855915,80,1.013227537743576,503.559600094975,7.1926284665740265,82.7464551146996,0,2,1
1238,4,5,89.27286071997952,100,0.9845285267396225,42.2100009634118,3.7637926232818666,71.56038116480453,0,10,1
82,8,1,74.55419230152393,100,0.8161263152182167,312.53063394213757,4.688381093375289,120.14784953438891,0,7,0
1056,1,5,82.2476362098092,100,0.7887908105800959,0.0,6.5974510095394585,73.31022590653329,0,6,0
1183,3,6,89.4928687191096,100,0.9505336287371973,0.0,11.067463544794453,87.79040309914473,1,8,0
729,6,4,63.20696187094211,120,0.6324969373466861,469.22642726990796,4.741020122452523,134.06663452650642,0,6,0
2151,6,6,90.97238611911402,100,0.925925878382451,235.0189878113342,3.750002119010157,76.84052590465085,0,6,0
876,1,3,79.81521060606033,140,0.6229592327709695,172.318989693537,0.6304660537361149,65.9186428704908,0,5,0
166,8,8,93.97359519311367,80,1.1371252019244797,585.9737926431585,1.3718216076682648,103.97991695648452,1,1,1
1145,4,6,90.35156637146018,100,0.930641649698055,0.0,0.0,84.54944719214173,0,8,0
1702,6,10,82.12129210010816,80,1.0389066544156913,442.28945394483833,0.0,92.86629922254754,1,5,1
1355,5,6,86.99266493295966,140,0.6936360764679771,289.0998162283141,1.7479061904875164,30.850561571080583,0,9,0
395,7,10,82.07362148088023,100,0.7298151834726317,0.0,5.803275512242881,78.89940139552039,1,9,0
93,4,4,78.80422683640401,140,0.6073425586053561,503.48346697825593,1.6475731195887735,76.11249958134583,1,2,0
2590,6,9,67.50106112694131,100,0.6246214839891279,637.5795158968854,4.197315025562984,99.3934096645335,2,9,0
2889,3,6,75.01336198490344,120,0.6097938629001168,99.04352294691904,3.2956018176567454,120.88241364913267,1,6,0
217,2,5,100.06097161164115,80,1.3792338031936866,424.2016422976433,7.624788476441501,45.92316860703994,2,7,1
1919,4,6,58.007210262956875,80,0.6938217551074095,79.05517789516884,6.918377084307222,93.6314256694636,0,4,0
2936,1,9,53.49557152804918,120,0.5170173539906814,0.0,0.635301816167023,60.238930136303246,0,4,0
944,1,3,84.34038735435666,100,0.9976261589619786,493.39169202536164,7.711151625527407,80.84842504185275,1,10,1
101,7,3,99.48842446679097,80,1.1643520320715728,0.0,2.4332845613724796,100.76744729287233,0,10,1
736,4,7,91.66651083627389,100,0.8333230292990655,113.15409973753302,2.5359402953141963,120.90790358738741,0,10,0
640,6,8,57.5839157027104,100,0.5899244592942501,707.8700286106799,0.0,44.92863280210882,0,7,0
2523,1,9,52.99281962398729,140,0.4936281812222086,429.2187367049904,6.5465977679063165,56.2197745594343,0,3,0
1129,9,6,48.538235635847876,100,0.53860648920869,135.36174307968136,1.0682613066044304,99.68543750691626,1,4,0
388,5,8,84.1441126899283,100,0.8166848059261584,367.0050095398587,0.0,80.87055460880555,0,1,0
491,5,6,85.49797110855845,100,0.8964196334395078,353.21275348684907,1.1340654735405735,164.56779113352752,2,6,0
1705,4,6,108.54361193411252,100,1.2086686336806534,355.00600123631546,5.726041995422708,67.02378759835447,1,2,1
2314,4,1,87.44181062133178,100,0.9418710507631707,258.44728745501106,3.9207101357779073,121.66477713156439,1,8,0
2264,5,10,87.16416094635156,120,0.8775488773134501,0.0,1.0460422450228708,64.75768719521754,0,8,0
2808,0,6,84.17499409355756,120,0.6649793031662313,969.7906777985417,2.3128948512304275,139.14709535324704,0,3,0
443,9,5,99.8099248329225,120,0.7163174768605841,141.47250798554393,2.879671100951455,74.13958589696293,0,5,0
2367,3,8,74.18318066676065,100,0.8749604895465428,770.8469463542968,9.444026046786908,39.412654697297604,0,1,0
1822,3,7,98.32592999326388,120,0.940591154619024,365.63237928702443,8.409171293525635,60.60856811036624,1,7,0
2924,1,8,69.85629953954577,100,0.7911189139337557,174.1557702000807,0.22158638687182375,84.42599677620726,1,7,0
1568,6,2,90.94573510675562,120,0.8420033634747076,470.10033752996753,5.9264588568977885,40.684012279292155,0,9,0
1011,2,4,101.63457186779367,80,1.3220379841528065,462.8908164298697,4.769376732575599,113.43780876774534,1,10,1
2482,3,1,83.26160622954892,120,0.6287584444550098,369.53978596387776,4.04951552860093,78.9475853616498,0,4,0
1271,4,2,101.74017201854456,100,1.0939756464415658,324.4122719823629,0.7518795331395527,110.90792668638753,0,6,1
277,4,8,63.31382792024873,120,0.48761072180658144,263.8079040602105,0.0,69.72487793568625,0,7,0
2996,2,3,61.84920725466449,100,0.6158191417221363,286.4459271795251,4.671678121204173,117.19513423695626,0,9,0
2361,3,10,65.02964610059183,120,0.6527092752451465,82.65406288617763,4.412873815621887,105.44800192617598,1,5,0
2159,6,6,68.84208609356548,100,0.7474909328344174,399.95397159892235,0.0,147.34473331385698,1,2,0
2349,5,1,91.24185523109846,120,0.806705138246445,360.67212712815405,3.9105067571663565,82.04539459899591,0,9,0
2399,1,1,88.83054917322725,80,1.211511108837465,254.50442146648533,7.565009615076811,90.9693169061553,1,10,1
1632,3,6,82.1890744121716,100,0.7671418664618833,318.44845312018526,1.310664531627184,97.73030343905359,0,7,0
838,1,4,107.5608001323128,120,0.9135990665081432,549.4042692671252,3.0439807282695877,79.54734922964369,0,4,0
579,1,5,85.4518150675861,120,0.7590163341895247,19.710072416505625,0.0,66.69883318943234,0,6,0
1474,4,5,77.13859309498177,120,0.6556793239997025,0.0,1.964950363476568,12.57060852668247,1,2,0
2747,3,5,72.9520212617064,80,1.048372522474688,803.5604482790427,0.0,63.9310180526917,0,3,1
1499,5,8,62.277813981067695,100,0.5737282245764359,707.0738467379492,2.4993554237312123,53.50017718961266,1,4,0
1858,6,3,85.90065305381145,120,0.715137248248372,479.95766098994795,2.4128845072970813,61.54808171717717,0,1,0
436,5,10,71.99149642439669,140,0.4949527263585869,36.42269423524061,2.0458771297973435,88.96954077250062,0,4,0
1315,4,8,107.54338759595029,100,1.0266652316932432,340.2527355377059,3.842163720833833,80.39433593072378,0,7,1
2048,1,2,81.53384989471124,80,1.1157509854456222,374.63044033718586,3.9910010695883815,75.93813392099081,0,5,1
1227,6,6,71.3502906164946,120,0.47410497342538344,526.8029336459978,9.850416952525055,17.765262695801184,3,1,0
1136,4,7,80.92556951075552,120,0.6933193240941675,325.9034930335543,8.148616717122202,72.39843620752515,0,6,0
452,3,5,109.26518840189449,100,1.1620484486605593,0.0,9.822600817545606,80.63464947358054,0,10,1
44,3,10,81.75028713711092,120,0.8513713918662156,0.0,4.60255089182779,72.10972166427183,0,2,0
2180,6,1,111.817151039505,140,0.8814466714028435,703.5270932891568,1.992864627478533,62.98827709179143,0,9,0
2113,5,8,82.97867931022276,100,0.9986263692507169,252.56627550006715,6.38606624137923,103.79641198746184,0,5,1
189,1,8,104.76391898346874,120,0.8918513890873683,304.2780071117617,0.0,24.819084199558418,1,5,0
696,3,6,45.194659814207824,80,0.5718865000656644,540.9497006398651,1.90224370550786,91.01805421675999,1,8,0
480,4,2,83.34619613937913,100,0.8389432589291659,550.1777621587223,2.503187350114162,106.22209930127389,0,1,0
146,7,1,70.81854801410287,100,0.8636167347998364,508.3240888575343,6.5068447836587335,68.43364652770542,0,10,0
883,3,6,62.42042610648808,80,0.8635778837342739,409.56249801846093,7.707348678982425,91.01552079062915,0,3,0
176,5,7,103.68636884615653,120,1.0397281259031401,706.0449880801061,6.589262554136065,95.60487168747085,0,5,1
2066,1,5,94.46826023359,100,1.0202499851789064,513.9682802697533,0.0,71.12815123117875,0,7,1
1576,6,6,80.4413536337746,120,0.6888237512405893,0.0,1.3059467397573892,107.23610618423632,0,6,0
2253,4,4,45.0,80,0.6020493120047201,143.88317641509747,8.434987301320689,87.27981817818588,0,1,0
1951,5,3,83.68056513492998,140,0.6227356097173264,373.821553400288,1.5105448533774122,30.97941672765449,1,3,0
867,5,4,73.89584376841161,100,0.7202241257175758,471.2018801117438,8.992699754492914,122.38895234425829,1,10,0
88,1,1,87.21119988358863,120,0.756493175107614,278.1754227325608,4.462239976446606,174.8241685928984,0,1,0
100,1,4,74.32756168940915,80,0.895505157753256,484.47199738709105,0.9519504117753339,23.214167366281195,0,2,0
2124,9,9,79.57973322656385,140,0.6563075388410611,0.0,2.468626398914564,53.611683253037704,0,8,0
109,5,1,54.09019365211477,100,0.608267862003038,541.1012238401322,1.561077926079458,77.47635510756288,1,5,0
1150,7,3,82.76086746907349,120,0.7795074316890354,454.678746106145,2.8122461067682067,88.49092324193228,0,4,0
1882,3,4,73.14785028892004,100,0.7598997045520607,0.0,2.115040043834761,9.69112260420853,0,9,0
1165,3,1,67.08737482214644,80,0.9574388302280953,437.344921539093,4.912451338558531,63.264824664524966,0,1,0
2847,4,4,70.68767921479117,100,0.7888836847632804,204.1468648425361,8.338312329829414,52.18732810461613,1,1,0
1416,5,10,113.4391041583396,80,1.4881614215145513,17.558380735914398,7.7079954482901805,66.91658325963947,0,7,1
1719,4,4,59.92426383014234,120,0.634397537737418,608.6604674288637,4.464376733571515,62.91198337609979,0,7,0
1020,6,8,85.09813041789056,120,0.8551925432282962,582.1115766814914,4.586142747816396,39.78727509172514,1,6,0
689,4,1,73.62839408310363,120,0.6106102781200671,119.5991697845918,8.050510153786036,78.65555202074947,0,4,0
1290,5,2,82.54559817714218,80,1.1481583986757817,4.205302445054201,2.674432653121392,81.27288923310195,0,2,1
548,6,7,90.60274461348575,120,0.8352448493912673,106.52210012039379,1.7174057648554695,65.63044556792411,0,2,0
577,6,6,98.71924977589148,120,0.8719270222531814,497.0949233760089,4.5581585309565655,49.84440640577829,0,4,0
1617,2,9,53.34520041010887,100,0.5394295819380803,576.4051133684524,0.9917859635542392,108.25944359832147,0,5,0
733,3,7,77.18493513607322,100,0.8533649822574029,0.0,2.8756147756297503,65.2870681561607,1,9,0
557,5,10,64.51605994133244,120,0.5977998635457911,419.5329309108546,5.229253658869869,110.52650260116852,1,6,0
1367,4,9,99.92946600274155,100,1.0694629970373657,64.31159661950821,3.46250202035976,91.89193041576794,0,5,1
1387,7,8,63.70148210614114,80,0.7999627305590505,80.8944423848711,5.833005879475779,60.52830796150042,0,6,0
1336,4,9,87.02829167759305,80,1.1757168726935265,576.7627280846939,4.454769534458569,80.46456128720655,2,9,1
1717,3,6,72.07360803326712,100,0.7586985223428279,282.1292908377244,2.925972082326932,102.67795078465231,0,2,0
250,1,5,74.47626564817955,80,1.0114359231745884,397.60836230478577,7.448130522873454,85.38584857018728,0,8,1
2940,7,8,104.6399044015435,140,0.6039239429043082,410.3627459711508,0.0,98.05596264573445,1,6,0
410,5,7,57.76721903835769,100,0.6290739102497543,404.6973522672591,0.0,42.52972929579932,1,4,0
749,4,2,66.60304067622707,100,0.7123192156809998,569.1130427222049,7.8980407916606215,106.79444988186259,1,8,0
2525,5,4,90.23588764719189,100,0.9199203997429867,0.0,0.0,43.80178389775827,0,7,0
2839,3,10,81.13099314719094,120,0.7694332721870877,277.7899408631616,0.0,82.3136158119818,0,8,0
649,4,9,74.14304075805785,80,1.062835398072748,744.5154021723808,4.154955143341946,43.583221554645775,0,10,1
2963,3,2,68.95590325192497,100,0.818591641879422,212.88761194201481,3.7979720415725406,83.70221110200907,0,10,0
2101,5,8,54.28271156755818,140,0.3077625387471473,0.0,8.818597480049473,41.668850573230884,0,5,0
604,1,5,70.45077075346646,80,0.9066934965027436,434.3507714103364,4.210406555098382,106.28834766787787,0,6,0
1504,3,7,76.82399296183408,100,0.8375007208387167,154.1232661966975,1.8968775280365868,116.92075841695225,1,3,0
171,1,5,86.69108302223121,120,0.6577023657368942,559.326400000902,6.0658351029366635,84.55579724675879,0,8,0
2945,4,10,83.40744197581199,100,0.9777493317585929,212.8324429874708,0.0,47.273869963406476,0,6,1
2910,6,6,72.72515413607414,120,0.7273134926924008,3.6392229766931337,8.873493537870267,119.31676350764675,1,3,0
242,8,3,53.63407412965053,140,0.5026200048512702,183.92181561514082,4.7786252967146154,87.73195436020973,1,3,0
2116,7,2,80.94047454855071,100,0.889662087507069,372.4163280285947,6.409942670872801,99.58406717622395,0,10,0
595,2,10,73.64590090308742,120,0.6565238280171286,43.52124125902208,11.478216599915555,27.878009871812125,0,5,0
1490,8,10,70.75560367711839,140,0.5624402359881868,491.84619225717006,9.2786418083479,80.65896922859056,1,7,0
752,3,9,64.77398141406776,100,0.7813708294121087,736.1717223626083,3.4661273327629405,155.6712180875805,0,9,0
1196,6,2,61.58000178766254,140,0.4213938751407464,370.2395165373764,4.849860394451937,64.50291313074764,0,5,0
2012,3,9,89.88196052549289,140,0.6488572158311784,648.7887329390805,0.0,44.09941287003036,0,8,0
115,6,9,72.05760936404296,100,0.8105893357041745,243.64598327066054,6.246441657947431,142.66020039559402,0,5,0
2049,5,1,63.15564426339305,120,0.6853018216354776,611.1552516983295,7.058521180603972,49.388094382757075,0,9,0
2776,3,10,88.33868046949163,120,0.6456638327720355,322.3783977032399,4.350280263617699,105.34385972654329,1,8,0
357,5,9,84.0551485892259,80,1.0293163798776894,478.8739088291163,2.426755321086871,103.4669191422961,1,5,1
2372,6,3,78.27833076497116,80,0.9875179503576611,428.0266454762741,3.8031079543402404,58.16127455901845,0,6,1
2301,2,4,66.64968875354596,140,0.5651124396110906,198.72870805153096,1.571447628608201,93.69007635211398,1,8,0
1654,2,3,76.4533037005323,120,0.8388246726982849,222.10539325780204,4.43647914110593,28.63988147147696,1,6,0
879,5,4,79.58026315204673,100,0.777907197412806,0.0,4.889149060350264,76.6936669962682,0,1,0
1572,5,8,85.12263028305205,120,0.8383665739497272,211.59932093563924,4.934119387364984,46.062318781664544,0,7,0
461,4,1,67.49946791075891,80,0.7880055519475834,379.116476760153,0.0,15.588844552920385,0,6,0
505,1,2,71.84756738101048,120,0.6463488535758541,43.5408095700883,8.944336485471638,18.558200383825138,0,3,0
614,8,10,67.90101643538941,120,0.6169806840538079,393.8228424569684,0.0,73.35758715546068,1,5,0
1848,3,1,74.23174834973125,100,0.6388559114345068,632.7141820574541,1.7873294077961672,89.64523190471618,0,9,0
1620,8,6,88.66103866278876,120,0.7083591125768463,0.0,0.6820451519823401,129.3181482943238,0,8,0
1603,3,7,58.67354525983141,140,0.42739448058755164,624.4167146512383,5.672189671580869,53.8383546404464,0,1,0
1996,6,1,84.55756138456344,100,0.9269776477734232,319.39043120397196,2.970232714489402,55.94444511695179,0,6,0
1193,8,4,91.25182718205417,140,0.5282677538096108,358.0546264577985,0.9900478289149461,117.92647870564872,0,4,0
2207,7,9,86.56483510301459,100,0.8691415765520909,427.7112534423727,0.9984229475278235,31.515808518325336,1,1,0
2637,5,10,76.79070284208782,100,0.7843115492969043,409.7573190735138,7.452519247456175,80.56220656142918,0,8,0
2128,7,7,86.33433528688039,120,0.6533353608313937,285.09364810072384,4.790275784956479,52.66466763799447,2,6,0
1437,1,6,45.0,80,0.6529676716634772,344.92632782734,6.454210279823458,96.24770213530186,0,6,0
55,3,9,70.41683227634987,80,0.9488897337316288,153.61594605044488,0.5850198191171718,43.22588035066923,0,6,0
537,4,5,97.21718991100346,140,0.7402827767612892,240.87033704141868,2.9952038881791783,115.93726965669978,1,3,0
1320,3,2,68.59236727892953,100,0.7380499630444756,16.47473043423645,1.8524276686562997,50.985322234279295,0,4,0
1186,6,9,75.25703443128218,100,0.7805837304590648,292.8521380251819,5.1985742681354035,44.75111369855524,0,2,0
412,1,2,69.82603339767235,80,0.9408562135068941,578.928925449593,4.388228610687607,50.83337884444228,1,1,0
2243,3,4,94.13890431349688,100,0.9288196757201613,277.57893345203814,6.46668794668107,29.608490244379325,0,4,0
1197,2,3,66.10200333264274,80,0.8260844152151022,457.5363301984612,0.0,70.55528595996388,0,4,0
226,5,5,117.7621105630088,120,0.9991166237330594,229.21315758560718,1.256271165017946,79.53245572139163,0,2,1
2863,5,3,125.89296843495235,100,1.3953216414285194,387.88581872517693,5.4479064983673275,55.32925993346599,1,5,1
846,2,9,127.68280519051302,100,1.3131692461885556,789.5342337306806,3.7180437016461356,37.718001712981945,1,8,1
2739,6,7,100.88106381461382,80,1.3661010835640919,504.7291499736475,7.403597346091656,158.12739631598865,0,7,1
965,7,5,59.528875216976516,100,0.5544910168936408,162.56015856063,1.587550115275123,45.93820060160701,0,1,0
774,6,9,80.18079770902739,120,0.5981249369587974,347.05717612580656,7.271415973415696,105.69551005580881,0,9,0
2044,6,8,59.31276122977118,80,0.753141763562225,303.0115062638824,0.0,17.38987595132224,0,4,0
1410,4,6,73.71726884112442,80,1.0420269972091176,562.5286686225563,8.285014918791738,107.44526685987384,0,2,1
2453,4,4,67.58623638898008,100,0.7597601376838029,402.6193253946401,0.911192215345662,113.78008787361796,1,9,0
1318,5,2,57.72416781308846,140,0.506345094340877,388.86146571129353,1.1569409930824732,37.0563224192785,0,6,0
249,5,7,62.426500567619875,100,0.5664682579770259,239.82084416050043,4.5575037325567465,46.65951900536949,0,1,0
1510,4,10,81.01869753754004,100,0.7599253217855373,785.4545551003624,3.2128656078694995,84.13371251882575,1,1,0
1168,3,4,73.82375873473026,100,0.792351173229169,755.2624987119204,3.717636806296544,80.90271765340314,0,3,0
1907,6,8,82.20983495729706,120,0.7554704051430243,972.893678262054,1.1137686097852004,93.30385127570722,0,2,0
2751,1,2,74.09543793054434,100,0.6351092570773196,287.26690002138986,4.97404495968655,101.54929311462067,0,8,0
