id,counts
711,382
712,143
713,299
714,477
715,478
716,349
717,147
718,434
719,200
720,474
721,180
722,403
723,363
724,495
725,349
726,367
727,151
728,400
729,269
730,379
731,240
732,351
733,402
734,463
735,363
736,157
737,424
738,263
739,175
740,251
741,154
742,407
743,237
744,298
745,391
746,410
747,173
748,453
749,375
750,240
751,402
752,232
753,183
754,291
755,309
756,141
757,444
758,400
759,195
760,455
761,259
762,192
763,432
764,477
765,343
766,411
767,395
768,363
769,221
770,377
771,466
772,275
773,194
774,339
775,259
776,202
777,418
778,178
779,140
780,267
781,197
782,385
783,404
784,340
785,438
786,287
787,326
788,307
789,120
790,436
791,192
792,482
793,378
794,298
795,498
796,281
797,151
798,182
799,129
800,258
801,283
802,445
803,384
804,338
805,410
806,128
807,493
808,121
809,284
810,113
811,378
812,306
813,437
814,367
815,455
816,174
817,312
818,398
819,419
820,213
821,344
822,342
823,371
824,175
825,386
826,180
827,314
828,347
829,314
830,125
831,359
832,368
833,451
834,126
835,209
836,490
837,114
838,422
839,235
840,333
841,225
842,494
843,296
844,417
845,421
846,176
847,144
848,184
849,147
850,190
851,288
852,422
853,405
854,307
855,358
856,150
857,274
858,271
859,130
860,164
861,199
862,300
863,495
864,472
865,194
866,303
867,488
868,443
869,362
870,488
871,475
872,159
873,361
874,472
875,313
876,139
877,121
878,103
879,231
880,107
881,363
882,485
883,108
884,225
885,377
886,238
887,358
888,378
889,361
890,151
891,361
892,478
893,100
894,363
895,324
896,285
897,389
898,198
899,488
900,324
901,490
902,132
903,114
904,467
905,394
906,176
907,458
908,432
909,439
910,282
911,376
912,143
913,365
914,314
915,470
916,456
917,114
918,382
919,313
920,222
921,159
922,285
923,112
924,149
925,190
926,215
927,165
928,172
929,259
930,325
931,405
932,385
933,257
934,189
935,473
936,281
937,127
938,252
939,484
940,160
941,101
942,225
943,418
944,290
945,430
946,404
947,473
948,101
949,109
950,201
951,198
952,130
953,110
954,347
955,124
956,434
957,286
958,374
959,371
960,373
961,108
962,104
963,199
964,482
965,389
966,107
967,383
968,352
969,125
970,422
971,328
972,344
973,191
974,225
975,487
976,117
977,225
978,139
979,434
980,384
981,223
982,275
983,227
984,496
985,345
986,285
987,252
988,101
989,205
990,478
991,340
992,127
993,116
994,474
995,116
996,226
997,406
998,256
999,292
1000,403
1001,194
1002,204
1003,299
1004,325
1005,230
1006,174
1007,299
1008,312
1009,223
1010,221
1011,307
1012,400
1013,101
1014,225
1015,367
1016,458
1017,297
1018,142
1019,305
1020,209
1021,229
1022,447
1023,402
1024,205
1025,253
1026,477
1027,482
1028,177
1029,385
1030,273
1031,434
1032,308
1033,440
1034,365
1035,321
1036,321
1037,333
1038,313
1039,127
1040,342
1041,235
1042,271
1043,449
1044,450
1045,461
1046,358
1047,438
1048,333
1049,268
1050,162
1051,499
1052,485
1053,364
1054,295
1055,298
1056,159
1057,392
1058,123
1059,233
1060,451
1061,147
1062,228
1063,495
1064,236
1065,397
1066,248
1067,321
1068,225
1069,142
1070,232
1071,430
1072,128
1073,468
1074,381
1075,341
1076,383
1077,450
1078,479
1079,444
1080,496
1081,143
1082,350
1083,314
1084,102
1085,220
1086,394
1087,117
1088,320
1089,183
1090,483
1091,465
1092,211
1093,495
1094,331
1095,424
1096,257
1097,382
1098,349
1099,342
1100,198
1101,248
1102,490
1103,129
1104,451
1105,135
1106,383
1107,410
1108,253
1109,119
1110,322
1111,418
1112,147
1113,206
1114,147
1115,125
1116,238
1117,388
1118,252
1119,386
1120,243
1121,353
1122,260
1123,418
1124,260
1125,158
1126,368
1127,371
1128,288
1129,313
1130,310
1131,280
1132,261
1133,267
1134,235
1135,322
1136,130
1137,395
1138,430
1139,147
1140,346
1141,361
1142,263
1143,325
1144,180
1145,179
1146,367
1147,432
1148,331
1149,425
1150,423
1151,374
1152,126
1153,214
1154,418
1155,358
1156,202
1157,171
1158,285
1159,327
1160,447
1161,370
1162,302
1163,107
1164,394
1165,457
1166,394
1167,149
1168,426
1169,143
1170,326
1171,460
1172,429
1173,301
1174,99
1175,446
1176,126
1177,225
1178,137
1179,376
1180,392
1181,305
1182,252
1183,188
1184,320
1185,284
1186,377
1187,307
1188,421
1189,297
1190,382
1191,487
1192,193
1193,180
1194,445
1195,138
1196,401
1197,176
1198,333
1199,453
1200,477
1201,196
1202,467
1203,186
1204,349
1205,276
1206,180
1207,333
1208,337
1209,155
1210,399
1211,258
1212,408
1213,110
1214,195
1215,203
1216,109
1217,360
1218,355
1219,258
1220,392
1221,308
1222,399
1223,240
1224,490
1225,196
1226,315
1227,423
1228,230
1229,291
1230,366
1231,289
1232,305
1233,297
1234,229
1235,174
1236,492
1237,304
1238,246
1239,344
1240,143
1241,220
1242,282
1243,274
1244,141
1245,121
1246,147
1247,256
1248,280
1249,332
1250,437
1251,231
1252,491
1253,134
1254,398
1255,119
1256,427
1257,312
1258,410
1259,466
1260,454
1261,482
1262,239
1263,153
1264,274
1265,240
1266,204
1267,163
1268,207
1269,113
1270,334
1271,411
1272,208
1273,292
1274,315
1275,256
1276,116
1277,182
1278,104
1279,409
1280,106
1281,155
1282,338
1283,396
1284,142
1285,378
1286,444
1287,377
1288,389
1289,250
1290,338
1291,422
1292,327
1293,472
1294,228
1295,150
1296,216
1297,199
1298,217
1299,160
1300,306
1301,384
1302,329
1303,113
1304,251
1305,107
1306,203
1307,237
1308,114
1309,172
1310,191
1311,298
1312,499
1313,177
1314,318
1315,395
1316,261
1317,358
1318,493
1319,138
1320,225
1321,256
1322,335
1323,486
1324,479
1325,313
1326,139
1327,418
1328,254
1329,315
1330,127
1331,418
1332,134
1333,274
1334,230
1335,364
1336,368
1337,148
1338,189
1339,112
1340,214
1341,167
1342,356
1343,366
1344,161
1345,154
1346,394
1347,102
1348,446
1349,238
1350,427
1351,462
1352,411
1353,392
1354,246
1355,218
1356,394
1357,435
1358,464
1359,480
1360,453
1361,214
1362,324
1363,399
1364,358
1365,118
1366,387
1367,499
1368,439
1369,141
1370,125
1371,215
1372,345
1373,256
1374,134
1375,203
1376,154
1377,473
1378,213
1379,201
1380,332
1381,308
1382,400
1383,258
1384,367
1385,421
1386,123
1387,303
1388,207
1389,101
1390,236
1391,240
1392,166
1393,420
1394,382
1395,478
1396,442
1397,148
1398,416
1399,340
1400,416
1401,388
1402,382
1403,406
1404,258
1405,382
1406,231
1407,128
1408,475
1409,486
1410,198
1411,146
1412,258
1413,455
1414,456
1415,328
1416,301
1417,324
1418,286
1419,150
1420,161
1421,483
1422,105
1423,488
1424,209
1425,145
1426,144
1427,113
1428,418
1429,328
1430,268
1431,266
1432,389
1433,484
1434,160
1435,474
1436,244
1437,159
1438,449
1439,295
1440,246
1441,392
1442,369
1443,195
1444,180
1445,330
1446,270
1447,185
1448,280
1449,389
1450,388
1451,259
1452,402
1453,162
1454,304
1455,413
1456,218
1457,253
1458,117
1459,230
1460,183
1461,432
1462,388
1463,290
1464,393
1465,239
1466,145
1467,217
1468,322
1469,303
1470,335
1471,405
1472,272
1473,463
1474,403
1475,366
1476,420
1477,450
1478,398
1479,112
1480,288
1481,442
1482,342
1483,444
1484,134
1485,299
1486,424
1487,333
1488,271
1489,256
1490,478
1491,492
1492,492
1493,113
1494,255
1495,411
1496,446
1497,421
1498,323
1499,359
1500,350
1501,243
1502,442
1503,331
1504,198
1505,436
1506,476
1507,455
1508,306
1509,305
1510,278
1511,125
1512,218
1513,290
1514,352
1515,383
1516,459
1517,263
1518,235
1519,244
1520,286
1521,209
1522,446
1523,383
1524,435
1525,296
1526,452
1527,410
1528,384
1529,158
1530,227
1531,321
1532,134
1533,290
1534,406
1535,384
1536,270
1537,170
1538,258
1539,116
1540,172
1541,176
1542,299
1543,127
1544,458
1545,457
1546,434
1547,138
1548,469
1549,266
1550,371
1551,271
1552,129
1553,444
1554,247
1555,142
1556,487
1557,108
1558,308
1559,247
1560,199
1561,283
1562,386
1563,357
1564,498
1565,443
1566,131
1567,134
1568,230
1569,258
1570,320
1571,146
1572,154
1573,144
1574,108
1575,262
1576,173
1577,254
1578,235
1579,239
1580,460
1581,340
1582,280
1583,332
1584,372
1585,232
1586,200
1587,327
1588,409
1589,276
1590,336
1591,208
1592,404
1593,202
1594,215
1595,380
1596,146
1597,248
1598,369
1599,481
1600,439
1601,183
1602,133
1603,486
1604,161
1605,401
1606,440
1607,302
1608,442
1609,110
1610,174
1611,189
1612,496
1613,417
1614,177
1615,267
1616,111
1617,225
1618,147
1619,361
1620,245
1621,370
1622,352
1623,389
1624,125
1625,421
1626,326
1627,211
1628,143
1629,388
1630,498
1631,405
1632,472
1633,397
1634,110
1635,409
1636,240
1637,313
1638,156
1639,223
1640,368
1641,229
1642,327
1643,146
1644,413
1645,286
1646,243
1647,322
1648,422
1649,449
1650,457
1651,194
1652,213
1653,336
1654,235
1655,454
1656,353
1657,208
1658,400
1659,238
1660,203
1661,134
1662,159
1663,239
1664,157
1665,399
1666,432
1667,119
1668,180
1669,124
1670,481
1671,218
1672,171
1673,130
1674,213
1675,275
1676,159
1677,232
1678,390
1679,487
1680,344
1681,496
1682,382
1683,119
1684,163
1685,390
1686,345
1687,302
1688,447
1689,119
1690,405
1691,314
1692,354
1693,176
1694,462
1695,352
1696,276
1697,486
1698,102
1699,177
1700,222
1701,468
1702,320
1703,434
1704,431
1705,377
1706,208
1707,470
1708,446
1709,423
1710,314
1711,425
1712,337
1713,393
1714,223
1715,488
1716,112
1717,154
1718,439
1719,423
1720,265
1721,386
1722,310
1723,200
1724,428
1725,231
1726,144
1727,261
1728,124
1729,201
1730,208
1731,407
1732,158
1733,429
1734,144
1735,220
1736,343
1737,377
1738,365
1739,221
1740,112
1741,282
1742,241
1743,223
1744,166
1745,483
1746,377
1747,426
1748,259
1749,207
1750,396
1751,152
1752,488
1753,148
1754,185
1755,141
1756,240
1757,464
1758,477
1759,490
1760,231
1761,192
1762,224
1763,107
1764,240
1765,127
1766,465
1767,238
1768,333
1769,458
1770,298
1771,163
1772,124
1773,184
1774,464
1775,495
1776,319
1777,326
1778,160
1779,492
1780,420
1781,446
1782,485
1783,490
1784,292
1785,192
1786,397
1787,123
1788,343
1789,136
1790,116
1791,196
1792,490
1793,353
1794,334
1795,316
1796,245
1797,376
1798,400
1799,260
1800,135
1801,242
1802,423
1803,442
1804,370
1805,148
1806,305
1807,349
1808,304
1809,207
1810,416
1811,440
1812,262
1813,275
1814,363
1815,441
1816,162
1817,495
1818,451
1819,288
1820,372
1821,280
1822,237
1823,119
1824,359
1825,360
1826,246
1827,350
1828,401
1829,296
1830,165
1831,370
1832,160
1833,340
1834,368
1835,455
1836,202
1837,412
1838,346
1839,224
1840,249
1841,389
1842,337
1843,100
1844,459
1845,293
1846,437
1847,273
1848,307
1849,168
1850,291
1851,269
1852,329
1853,137
1854,109
1855,395
1856,240
1857,461
1858,418
1859,318
1860,360
1861,465
1862,104
1863,490
1864,348
1865,338
1866,138
1867,482
1868,484
1869,338
1870,134
1871,214
1872,229
1873,312
1874,442
1875,102
1876,120
1877,173
1878,495
1879,392
1880,255
1881,195
1882,139
1883,371
1884,495
1885,214
1886,315
1887,307
1888,173
1889,322
1890,159
1891,178
1892,493
1893,345
1894,160
1895,108
1896,217
1897,359
1898,310
1899,111
1900,166
1901,461
1902,396
1903,227
1904,209
1905,494
1906,469
1907,496
1908,434
1909,239
1910,188
1911,366
1912,445
1913,399
1914,210
1915,472
1916,235
1917,476
1918,137
1919,201
1920,346
1921,469
1922,299
1923,408
1924,103
1925,320
1926,487
1927,470
1928,301
1929,192
1930,469
1931,192
1932,301
1933,426
1934,453
1935,242
1936,124
1937,192
1938,100
1939,394
1940,259
1941,473
1942,484
1943,425
1944,160
1945,123
1946,423
1947,316
1948,163
1949,244
1950,342
1951,288
1952,324
1953,429
1954,400
1955,253
1956,361
1957,155
1958,174
1959,363
1960,124
1961,460
1962,171
1963,136
1964,221
1965,260
1966,445
1967,396
1968,284
1969,223
1970,303
1971,192
1972,400
1973,312
1974,204
1975,417
1976,414
1977,212
1978,157
1979,140
1980,432
1981,167
1982,422
1983,207
1984,144
1985,129
1986,299
1987,203
1988,246
1989,364
1990,300
1991,494
1992,205
1993,151
1994,161
1995,413
1996,349
1997,110
1998,350
1999,406
2000,231
2001,228
2002,439
2003,180
2004,307
2005,341
2006,157
2007,426
2008,180
2009,280
2010,304
2011,404
2012,451
2013,458
2014,386
2015,110
2016,365
2017,455
2018,248
2019,297
2020,255
2021,446
2022,375
2023,185
2024,109
2025,381
2026,421
2027,264
2028,121
2029,103
2030,400
2031,340
2032,287
2033,302
2034,164
2035,475
2036,148
2037,221
2038,272
2039,180
2040,109
2041,418
2042,271
2043,194
2044,377
2045,443
2046,445
2047,384
2048,295
2049,303
2050,148
2051,122
2052,191
2053,487
2054,334
2055,167
2056,223
2057,110
2058,322
2059,426
2060,417
2061,175
2062,298
2063,325
2064,472
2065,309
2066,331
2067,286
2068,115
2069,367
2070,370
2071,389
2072,192
2073,465
2074,139
2075,267
2076,296
2077,129
2078,194
2079,310
2080,489
2081,320
2082,426
2083,340
2084,397
2085,268
2086,151
2087,222
2088,439
2089,321
2090,310
2091,286
2092,326
2093,406
2094,230
2095,476
2096,414
2097,316
2098,398
2099,479
2100,176
2101,163
2102,335
2103,192
2104,427
2105,188
2106,332
2107,202
2108,390
2109,196
2110,117
2111,379
2112,352
2113,358
2114,480
2115,413
2116,230
2117,470
2118,133
2119,456
2120,425
2121,119
2122,403
2123,417
2124,329
2125,156
2126,258
2127,247
2128,341
2129,397
2130,276
2131,348
2132,302
2133,489
2134,218
2135,121
2136,378
2137,382
2138,346
2139,252
2140,145
2141,351
2142,436
2143,209
2144,400
2145,354
2146,99
2147,448
2148,131
2149,457
2150,272
2151,173
2152,222
2153,434
2154,351
2155,125
2156,362
2157,100
2158,463
2159,399
2160,398
2161,201
2162,243
2163,302
2164,221
2165,137
2166,493
2167,237
2168,300
2169,420
2170,251
2171,264
2172,456
2173,122
2174,355
2175,141
2176,209
2177,492
2178,126
2179,494
2180,350
2181,357
2182,427
2183,155
2184,109
2185,400
2186,224
2187,169
2188,134
2189,220
2190,350
2191,440
2192,186
2193,438
2194,343
2195,350
2196,401
2197,163
2198,222
2199,247
2200,268
2201,135
2202,169
2203,302
2204,120
2205,137
2206,110
2207,190
2208,102
2209,488
2210,326
2211,370
2212,492
2213,130
2214,177
2215,216
2216,154
2217,118
2218,263
2219,433
2220,406
2221,191
2222,231
2223,133
2224,445
2225,182
2226,496
2227,488
2228,375
2229,495
2230,107
2231,333
2232,250
2233,447
2234,147
2235,256
2236,108
2237,494
2238,395
2239,455
2240,253
2241,412
2242,466
2243,276
2244,117
2245,109
2246,213
2247,175
2248,350
2249,279
2250,467
2251,211
2252,446
2253,238
2254,231
2255,462
2256,415
2257,114
2258,151
2259,317
2260,303
2261,335
2262,262
2263,170
2264,441
2265,118
2266,112
2267,407
2268,113
2269,450
2270,321
2271,469
2272,432
2273,203
2274,128
2275,375
2276,373
2277,349
2278,383
2279,368
2280,348
2281,119
2282,339
2283,416
2284,124
2285,121
2286,196
2287,423
2288,361
2289,304
2290,324
2291,342
2292,469
2293,237
2294,385
2295,309
2296,438
2297,379
2298,424
2299,309
2300,376
2301,393
2302,268
2303,387
2304,324
2305,200
2306,209
2307,280
2308,146
2309,295
2310,308
2311,172
2312,387
2313,398
2314,150
2315,484
2316,100
2317,362
2318,319
2319,143
2320,108
2321,393
2322,413
2323,136
2324,408
2325,466
2326,363
2327,393
2328,354
2329,111
2330,492
2331,273
2332,262
2333,215
2334,337
2335,270
2336,170
2337,338
2338,273
2339,102
2340,386
2341,232
2342,482
2343,127
2344,130
2345,238
2346,146
2347,287
2348,452
2349,151
2350,237
2351,308
2352,442
2353,285
2354,109
2355,433
2356,305
2357,245
2358,106
2359,135
2360,469
2361,398
2362,309
2363,244
2364,347
2365,410
2366,124
2367,281
2368,125
2369,290
2370,136
2371,186
2372,281
2373,357
2374,178
2375,327
2376,330
2377,130
2378,273
2379,155
2380,256
2381,357
2382,478
2383,454
2384,105
2385,482
2386,161
2387,427
2388,255
2389,202
2390,219
2391,367
2392,354
2393,343
2394,216
2395,488
2396,317
2397,378
2398,147
2399,456
2400,220
2401,193
2402,242
2403,480
2404,403
2405,333
2406,107
2407,401
2408,452
2409,492
2410,398
2411,105
2412,340
2413,124
2414,461
2415,393
2416,288
2417,309
2418,285
2419,432
2420,217
2421,235
2422,413
2423,197
2424,318
2425,128
2426,148
2427,121
2428,115
2429,377
2430,468
2431,106
2432,419
2433,330
2434,192
2435,485
2436,372
2437,265
2438,349
2439,211
2440,437
2441,275
2442,413
2443,169
2444,147
2445,110
2446,186
2447,299
2448,366
2449,400
2450,111
2451,393
2452,362
2453,319
2454,484
2455,266
2456,301
2457,197
2458,192
2459,217
2460,440
2461,294
2462,307
2463,108
2464,238
2465,356
2466,434
2467,424
2468,176
2469,304
2470,453
2471,169
2472,405
2473,228
2474,399
2475,466
2476,362
2477,461
2478,150
2479,285
2480,459
2481,145
2482,301
2483,343
2484,302
2485,484
2486,313
2487,319
2488,282
2489,170
2490,371
2491,175
2492,285
2493,210
2494,462
2495,209
2496,158
2497,374
2498,398
2499,282
2500,167
2501,280
2502,181
2503,473
2504,256
2505,287
2506,202
2507,260
2508,490
2509,491
2510,111
2511,379
2512,454
2513,257
2514,115
2515,226
2516,443
2517,223
2518,307
2519,401
2520,122
2521,154
2522,216
2523,338
2524,450
2525,327
2526,366
2527,199
2528,262
2529,431
2530,288
2531,347
2532,330
2533,313
2534,481
2535,478
2536,257
2537,211
2538,395
2539,263
2540,157
2541,458
2542,478
2543,343
2544,335
2545,119
2546,232
2547,137
2548,172
2549,252
2550,363
2551,338
2552,489
2553,287
2554,229
2555,346
2556,260
2557,247
2558,405
2559,476
2560,199
2561,202
2562,182
2563,292
2564,307
2565,342
2566,347
2567,155
2568,443
2569,433
2570,167
2571,374
2572,459
2573,337
2574,497
2575,137
2576,115
2577,404
2578,339
2579,128
2580,318
2581,416
2582,267
2583,303
2584,403
2585,153
2586,128
2587,366
2588,481
2589,313
2590,429
2591,361
2592,321
2593,239
2594,384
2595,178
2596,196
2597,121
2598,422
2599,190
2600,315
2601,181
2602,275
2603,143
2604,273
2605,171
2606,341
2607,249
2608,497
2609,368
2610,494
2611,147
2612,308
2613,484
2614,342
2615,487
2616,230
2617,251
2618,189
2619,392
2620,121
2621,178
2622,423
2623,168
2624,245
2625,429
2626,123
2627,364
2628,189
2629,362
2630,414
2631,190
2632,414
2633,450
2634,374
2635,110
2636,222
2637,406
2638,303
2639,393
2640,370
2641,193
2642,129
2643,376
2644,264
2645,173
2646,470
2647,176
2648,163
2649,288
2650,339
2651,259
2652,490
2653,158
2654,492
2655,111
2656,444
2657,417
2658,315
2659,118
2660,313
2661,377
2662,434
2663,314
2664,364
2665,204
2666,235
2667,317
2668,115
2669,467
2670,459
2671,206
2672,122
2673,400
2674,368
2675,462
2676,208
2677,447
2678,318
2679,179
2680,181
2681,104
2682,160
2683,104
2684,296
2685,396
2686,329
2687,225
2688,102
2689,391
2690,308
2691,211
2692,175
2693,480
2694,448
2695,132
2696,310
2697,270
2698,109
2699,279
2700,304
2701,175
2702,382
2703,297
2704,329
2705,206
2706,423
2707,233
2708,343
2709,277
2710,470
2711,176
2712,234
2713,162
2714,470
2715,339
2716,101
2717,227
2718,311
2719,356
2720,355
2721,443
2722,224
2723,257
2724,188
2725,121
2726,267
2727,253
2728,275
2729,378
2730,218
2731,247
2732,166
2733,268
2734,221
2735,410
2736,265
2737,340
2738,166
2739,132
2740,166
2741,456
2742,224
2743,135
2744,481
2745,359
2746,135
2747,494
2748,264
2749,230
2750,299
2751,122
2752,255
2753,308
2754,315
2755,206
2756,299
2757,458
2758,175
2759,252
2760,286
2761,169
2762,152
2763,211
2764,367
2765,212
2766,116
2767,187
2768,185
2769,390
2770,191
2771,321
2772,184
2773,371
2774,175
2775,461
2776,322
2777,222
2778,119
2779,426
2780,237
2781,273
2782,443
2783,204
2784,140
2785,318
2786,338
2787,346
2788,426
2789,373
2790,386
2791,471
2792,445
2793,493
2794,232
2795,470
2796,407
2797,248
2798,133
2799,123
2800,199
2801,420
2802,339
2803,417
2804,177
2805,301
2806,394
2807,172
2808,373
2809,132
2810,412
2811,485
2812,486
2813,141
2814,228
2815,178
2816,256
2817,207
2818,339
2819,451
2820,171
2821,212
2822,380
2823,157
2824,160
2825,235
2826,100
2827,382
2828,142
2829,357
2830,243
2831,160
2832,450
2833,419
2834,208
2835,360
2836,335
2837,138
2838,238
2839,301
2840,214
2841,402
2842,234
2843,330
2844,140
2845,398
2846,202
2847,102
2848,453
2849,418
2850,346
2851,129
2852,440
2853,296
2854,167
2855,472
2856,309
2857,468
2858,367
2859,490
2860,408
2861,425
2862,345
2863,223
2864,170
2865,141
2866,118
2867,461
2868,303
2869,468
2870,349
2871,391
2872,333
2873,450
2874,473
2875,429
2876,166
2877,169
2878,403
2879,296
2880,312
2881,200
2882,287
2883,362
2884,114
2885,324
2886,251
2887,323
2888,348
2889,384
2890,494
2891,352
2892,164
2893,277
2894,115
2895,414
2896,424
2897,236
2898,258
2899,125
2900,111
2901,131
2902,156
2903,109
2904,405
2905,114
2906,412
2907,466
2908,326
2909,281
2910,237
2911,247
2912,384
2913,250
2914,396
2915,472
2916,222
2917,305
2918,476
2919,373
2920,496
2921,351
2922,198
2923,366
2924,446
2925,321
2926,179
2927,355
2928,279
2929,292
2930,333
2931,202
2932,377
2933,208
2934,192
2935,441
2936,269
2937,397
2938,178
2939,327
2940,354
2941,328
2942,271
2943,126
2944,420
2945,405
2946,431
2947,125
2948,284
2949,203
2950,204
2951,157
2952,447
2953,198
2954,289
2955,220
2956,319
2957,464
2958,362
2959,330
2960,191
2961,169
2962,415
2963,106
2964,224
2965,141
2966,285
2967,112
2968,124
2969,197
2970,171
2971,177
2972,308
2973,490
2974,113
2975,255
2976,329
2977,156
2978,356
2979,148
2980,198
2981,298
2982,277
2983,331
2984,182
2985,138
2986,313
2987,245
2988,220
2989,293
2990,307
2991,260
2992,287
2993,232
2994,238
2995,213
2996,138
2997,211
